FACID,FACILITY_TYPE,LIC#,LICENSED_NAME,ADDRESS,FAC_CITY,FAC_ST,ZIP,CSZ,COUNTY,LAT,LNG,FULL_ADDR
NJ22562,Federally Qualified Health Centers,22562,Atlanticare Healthplex,"1401 Atlantic Avenue, Suites 2400 And 2500",Atlantic City,NJ,8401,"ATLANTIC CITY, NJ  08401",Atlantic,39.362137,-74.428046,"1401 Atlantic Avenue, Suites 2400 And 2500, Atlantic City, NJ, US"
NJ317072,Home Health Agency,22394,Atlanticare Home Health,"6550 Delilah Road, Suite 304",Egg Harbor Township,NJ,8234,"EGG HARBOR TOWNSHIP, NJ  08234",Atlantic,39.4299797,-74.57339,"6550 Delilah Road, Suite 304, Egg Harbor Township, NJ, US"
NJ22853,Hospice Care Program,22853,Atlanticare Hospice,"6550 Delilah Road, Suite 210",Egg Harbor Township,NJ,8234,"EGG HARBOR TOWNSHIP, NJ  08234",Atlantic,39.4299797,-74.57339,"6550 Delilah Road, Suite 210, Egg Harbor Township, NJ, US"
NJ25045,Ambulatory Care Facility,25045,Atlanticare Life Connection,1401 Atlantic Avenue #1500,Atlantic City,NJ,8401,"ATLANTIC CITY, NJ  08401",Atlantic,39.362173,-74.428292,"1401 Atlantic Avenue #1500, Atlantic City, NJ, US"
NJ10102,General Acute Care Hospital,10102,Atlanticare Regional Medical Center - City Campus,1925 Pacific Avenue,Atlantic City,NJ,8401,"ATLANTIC CITY, NJ  08401",Atlantic,39.3583729,-74.4343519,"1925 Pacific Avenue, Atlantic City, NJ, US"
NJ10101,General Acute Care Hospital,10101,Atlanticare Regional Medical Center - Mainland Campus,65 Jimmie Leeds Road,Pomona,NJ,8240,"POMONA, NJ  08240",Atlantic,39.458117,-74.485534,"65 Jimmie Leeds Road, Pomona, NJ, US"
NJ31C0001088,Ambulatory Surgical Center,22246,Atlanticare Surgery Center - Egg Harbor Township,2500 English Creek Road,Egg Harbor Township,NJ,8234,"EGG HARBOR TOWNSHIP, NJ  08234",Atlantic,39.4513251,-74.5960488,"2500 English Creek Road, Egg Harbor Township, NJ, US"
NJ31C0001103,Ambulatory Surgical Center,22247,Atlanticare Surgery Center-Cape May,106 Court House - So Dennisville Rd,Cape May Court House,NJ,8210,"CAPE MAY COURT HOUSE, NJ  08210",Cape May,39.094274,-74.818822,"106 Court House - So Dennisville Rd, Cape May Court House, NJ, US"
NJ24143,Ambulatory Surgical Center,24143,Atlanticare Surgery Center-Ocean County,"798 Route 539, Building A, Suite 1",Little Egg Harbor Tw,NJ,8087,"LITTLE EGG HARBOR TW, NJ  08087",Ocean,39.59012,-74.27292,"798 Route 539, Building A, Suite 1, Little Egg Harbor Tw, NJ, US"
NJ23176,Ambulatory Care Facility,23176,Atrium Diagnostic Imaging. L.L.C.,"224 Taylors Mills Road, Suite 108",Manalapan,NJ,7726,"MANALAPAN, NJ  07726",Monmouth,40.2967765,-74.3401481,"224 Taylors Mills Road, Suite 108, Manalapan, NJ, US"
NJR24713,Ambulatory Surgical Center,R24713,Azura Surgery Center Woodland Park,"1225 Mcbride Avenue, Suite 117",Woodland Park,NJ,7424,"WOODLAND PARK, NJ  07424",Passaic,40.8907026,-74.2148054,"1225 Mcbride Avenue, Suite 117, Woodland Park, NJ, US"
NJ20125,Comprehensive Rehabilitation Hospital,20125,Bacharach Institute For Rehabilitation,61 W Jimmie Leeds Road,Pomona,NJ,8240,"POMONA, NJ  08240",Atlantic,39.476443,-74.539953,"61 W Jimmie Leeds Road, Pomona, NJ, US"
NJ24870,Ambulatory Care Facility,24870,Bacharach Sleep Center In Hammonton,600 South White Horse Pike,Hammonton,NJ,8037,"HAMMONTON, NJ  08037",Atlantic,39.6451157,-74.7849269,"600 South White Horse Pike, Hammonton, NJ, US"
NJ24951,Ambulatory Care Facility,24951,Barnabas Health Ambulatory Care Center,"200 South Orange Avenue, Suite 215",Livingston,NJ,7039,"LIVINGSTON, NJ  07039",Essex,40.773227,-74.354034,"200 South Orange Avenue, Suite 215, Livingston, NJ, US"
NJ317061,Home Health Agency,22227,Barnabas Health Home Care And Hospice,"80 Main Street, Suite 210",West Orange,NJ,7052,"WEST ORANGE, NJ  07052",Essex,40.7796804,-74.2380531,"80 Main Street, Suite 210, West Orange, NJ, US"
NJ24416,Hospice Care Branch,24416,Barnabas Health Home Care And Hospice,80 Main Street,West Orange,NJ,7052,"WEST ORANGE, NJ  07052",Essex,40.7796804,-74.2380531,"80 Main Street, West Orange, NJ, US"
NJ311507,Hospice Care Program,22714,Barnabas Health Home Care And Hospice,"80 Main Street, Second Floor, Suite 300",West Orange,NJ,7052,"WEST ORANGE, NJ  07052",Essex,40.779047,-74.23856,"80 Main Street, Second Floor, Suite 300, West Orange, NJ, US"
NJ25191,Ambulatory Care Facility,25191,"Barnert Imaging, Llc","680 Broadway, Suite 005-B",Paterson,NJ,7514,"PATERSON, NJ  07514",Passaic,40.9176984,-74.1439653,"680 Broadway, Suite 005-B, Paterson, NJ, US"
NJ24262,Ambulatory Surgical Center,24262,"Barnert Surgical Center, Llc","680 Broadway, Suite 202",Paterson,NJ,7514,"PATERSON, NJ  07514",Passaic,40.9176984,-74.1439653,"680 Broadway, Suite 202, Paterson, NJ, US"
NJ24778,Hospice Care Program,24778,"Bayada At Inspira, Home Health And Hospice","603 N Broad Street, Suite 301",Woodbury,NJ,8096,"WOODBURY, NJ  08096",Gloucester,39.8445483,-75.1482799,"603 N Broad Street, Suite 301, Woodbury, NJ, US"
NJ317089,Home Health Agency,22230,"Bayada At Inspira, Home Health And Hospice","600 G Street, Suite 170",Millville,NJ,8332,"MILLVILLE, NJ  08332",Cumberland,39.406821,-75.03144,"600 G Street, Suite 170, Millville, NJ, US"
NJ317031,Home Health Agency,71501,"Bayada Home Health Care, Inc",401 Lacey Road,Whiting,NJ,8759,"WHITING, NJ  08759",Ocean,39.956492,-74.382401,"401 Lacey Road, Whiting, NJ, US"
NJ317021,Home Health Agency,22361,"Bayada Home Health Care, Inc","5 Regent Street, Suite 528",Livingston,NJ,7039,"LIVINGSTON, NJ  07039",Essex,40.7981059,-74.3540636,"5 Regent Street, Suite 528, Livingston, NJ, US"
NJ317065,Home Health Agency,70403,"Bayada Home Health Care, Inc.","1415 Marlton Pike East, Suite 412",Cherry Hill,NJ,8034,"CHERRY HILL, NJ  08034",Camden,39.909764,-74.9907169,"1415 Marlton Pike East, Suite 412, Cherry Hill, NJ, US"
NJ317050,Home Health Agency,22363,"Bayada Home Health Care, Inc.",299 Grand Street,Jersey City,NJ,7302,"JERSEY CITY, NJ  07302",Hudson,40.7163195,-74.0473958,"299 Grand Street, Jersey City, NJ, US"
NJ24815,Hospice Care Program,24815,Bayada Hospice,299 Grand Street,Jersey City,NJ,7302,"JERSEY CITY, NJ  07302",Hudson,40.7163195,-74.0473958,"299 Grand Street, Jersey City, NJ, US"
NJ25137,Hospice Care Branch,25137,Bayada Hospice,"1801 Zion Road, Suite 2",Northfield,NJ,8225,"NORTHFIELD, NJ  08225",Atlantic,39.369839,-74.559064,"1801 Zion Road, Suite 2, Northfield, NJ, US"
NJ25136,Hospice Care Branch,25136,Bayada Hospice,503-A Birchfield Drive,Mount Laurel,NJ,8054,"MOUNT LAUREL, NJ  08054",Burlington,39.935996,-74.931317,"503-A Birchfield Drive, Mount Laurel, NJ, US"
NJ25073,Hospice Care Branch,25073,Bayada Hospice,96 East Water Street,Toms River,NJ,8753,"TOMS RIVER, NJ  08753",Ocean,39.9503634,-74.1922149,"96 East Water Street, Toms River, NJ, US"
NJ22816,End Stage Renal Dialysis,22816,Bayonne Renal Center,434-436 Broadway - Po Box169,Bayonne,NJ,7002,"BAYONNE, NJ  07002",Hudson,40.661813,-74.120054,"434-436 Broadway - Po Box169, Bayonne, NJ, US"
NJ317006,Home Health Agency,70901,Bayonne Visiting Nurse Association,"120 Lefante Way, South Cove Commons Shopping Ctr",Bayonne,NJ,7002,"BAYONNE, NJ  07002",Hudson,40.662985,-74.101486,"120 Lefante Way, South Cove Commons Shopping Ctr, Bayonne, NJ, US"
NJ11301,General Acute Care Hospital,11301,Bayshore Medical Center,727 N Beers St,Holmdel,NJ,7733,"HOLMDEL, NJ  07733",Monmouth,40.4066046,-74.1917973,"727 N Beers St, Holmdel, NJ, US"
NJ24878,Ambulatory Care Facility,24878,Beacon Of Life,1075 Stephenson Avenue,Oceanport,NJ,7757,"OCEANPORT, NJ  07757",Monmouth,40.308294,-74.039025,"1075 Stephenson Avenue, Oceanport, NJ, US"
NJ22383,Ambulatory Care Facility,22383,Bellmawr Regional Health Center,35 East Browning Road,Bellmawr,NJ,8031,"BELLMAWR, NJ  08031",Camden,39.8665755,-75.0779887,"35 East Browning Road, Bellmawr, NJ, US"
311898,Federally Qualified Health Centers,24249,Bergen Avenue Health Center,857 Bergen Avenue,Jersey City,NJ,7305,"JERSEY CITY, NJ  07305",Hudson,40.728935,-74.0669227,"857 Bergen Avenue, Jersey City, NJ, US"
NJ31C0001035,Surgical Practice,R24538,Bergen Gastroenterology,466 Old Hook Road Suite 1,Emerson,NJ,7630,"EMERSON, NJ  07630",Bergen,40.981709,-74.0050439,"466 Old Hook Road Suite 1, Emerson, NJ, US"
NJ310058,General Acute Care Hospital,10201,Bergen New Bridge Medical Center,230 East Ridgewood Ave,Paramus,NJ,7652,"PARAMUS, NJ  07652",Bergen,40.9721112,-74.0909361,"230 East Ridgewood Ave, Paramus, NJ, US"
NJ312524,End Stage Renal Dialysis,80127,Bergen Renal Home Pd Center Llc,"222 Cedar Lane, Suite 103",Teaneck,NJ,7666,"TEANECK, NJ  07666",Bergen,40.8861397,-74.0134249,"222 Cedar Lane, Suite 103, Teaneck, NJ, US"
NJ24921,Ambulatory Surgical Center,24921,Bergenfield Surgical Center L.L.C.,1 N Washington Avenue,Bergenfield,NJ,7621,"BERGENFIELD, NJ  07621",Bergen,40.9280917,-73.9955347,"1 N Washington Avenue, Bergenfield, NJ, US"
NJ23058,Ambulatory Care Facility,23058,"Bergenline X-Ray Diagnostic Center, Corp",400-02 43Rd Street,Union City,NJ,7087,"UNION CITY, NJ  07087",Hudson,40.775804,-74.019641,"400-02 43Rd Street, Union City, NJ, US"
NJ31C0001023,Ambulatory Surgical Center,24208,Bergen-Passaic Cataract Laser & Surgery Center Llc,"18-01 Pollitt Drive, Suite 4",Fair Lawn,NJ,7410,"FAIR LAWN, NJ  07410",Bergen,40.9450952,-74.1247125,"18-01 Pollitt Drive, Suite 4, Fair Lawn, NJ, US"
NJ80012,Ambulatory Surgical Center,R24511,Bey Lea Ambulatory Surgical Center,54 Bey Lea Road Building 2,Toms River,NJ,8753,"TOMS RIVER, NJ  08753",Ocean,39.9902614,-74.2027439,"54 Bey Lea Road Building 2, Toms River, NJ, US"
NJ80340,End Stage Renal Dialysis,80340,Bio-Medical Applications Of Colonia,1250 Route #27,Colonia,NJ,7067,"COLONIA, NJ  07067",Middlesex,40.588837,-74.299868,"1250 Route #27, Colonia, NJ, US"
NJ42001,End Stage Renal Dialysis,42001,Bio-Medical Applications Of Hillside,879 Rahway Avenue,Union,NJ,7083,"UNION, NJ  07083",Union,40.6980521,-74.3011994,"879 Rahway Avenue, Union, NJ, US"
NJ42303,End Stage Renal Dialysis,42303,Bio-Medical Applications Of Hoboken,1600 Willow Avenue,Hoboken,NJ,7030,"HOBOKEN, NJ  07030",Hudson,40.756422,-74.028962,"1600 Willow Avenue, Hoboken, NJ, US"
NJ22201,End Stage Renal Dialysis,22201,Bio-Medical Applications Of Irvington,10 Camptown Road,Irvington,NJ,7111,"IRVINGTON, NJ  07111",Essex,40.7205019,-74.2495291,"10 Camptown Road, Irvington, NJ, US"
NJ40901,End Stage Renal Dialysis,40901,Bio-Medical Applications Of Jersey City,107-123 Pacific Avenue,Jersey City,NJ,7304,"JERSEY CITY, NJ  07304",Hudson,40.7068685,-74.0692115,"107-123 Pacific Avenue, Jersey City, NJ, US"
NJ312505,End Stage Renal Dialysis,40701,"Bio-Medical Applications Of New Jersey, Inc",91-101 Hartford Street,Newark,NJ,7103,"NEWARK, NJ  07103",Essex,40.7451965,-74.1883361,"91-101 Hartford Street, Newark, NJ, US"
NJ41101,End Stage Renal Dialysis,41101,"Bio-Medical Applications Of New Jersey, Inc.","40 Fuld Street, First Floor",Trenton,NJ,8638,"TRENTON, NJ  08638",Mercer,40.234975,-74.751107,"40 Fuld Street, First Floor, Trenton, NJ, US"
NJ41102,End Stage Renal Dialysis,41102,Bio-Medical Applications Of Princeton,707 Alexander Road Building 3 Suite 301,Princeton,NJ,8540,"PRINCETON, NJ  08540",Mercer,40.3209606,-74.636425,"707 Alexander Road Building 3 Suite 301, Princeton, NJ, US"
NJ41201,End Stage Renal Dialysis,41201,Bio-Medical Applications Of South Plainfield,2201 South Clinton Avenue,South Plainfield,NJ,7080,"SOUTH PLAINFIELD, NJ  07080",Middlesex,40.580067,-74.431239,"2201 South Clinton Avenue, South Plainfield, NJ, US"
NJ24292,Ambulatory Care Facility,24292,Bioscrip Infusion Services Llc,102 The American Road,Morris Plains,NJ,7950,"MORRIS PLAINS, NJ  07950",Morris,40.8205522,-74.4745778,"102 The American Road, Morris Plains, NJ, US"
NJ24945,Ambulatory Care Facility,24945,"Bloomfield Health Services, L.L.C.",322 Glenwood Avenue,Bloomfield,NJ,7003,"BLOOMFIELD, NJ  07003",Essex,40.779251,-74.2106715,"322 Glenwood Avenue, Bloomfield, NJ, US"
NJ90092,Surgical Practice,R24912,Bogdan Surgery Center,112 Professional View Drive Bldg 100,Freehold,NJ,7728,"FREEHOLD, NJ  07728",Monmouth,40.308747,-73.980767,"112 Professional View Drive Bldg 100, Freehold, NJ, US"
NJ1487,"Hospital-Based, Off-Site Ambulatory Care Facility",1487,Breast Center At Palisades Medical Center,"7650 River Road, Suite 240",North Bergen,NJ,7047,"NORTH BERGEN, NJ  07047",Hudson,40.7969073,-73.9961645,"7650 River Road, Suite 240, North Bergen, NJ, US"
NJ22882,End Stage Renal Dialysis,22882,Bricktown Dialysis Center,"525 Jack Martin Boulevard, Suite 200-201",Brick,NJ,8724,"BRICK, NJ  08724",Ocean,40.05995,-74.10992,"525 Jack Martin Boulevard, Suite 200-201, Brick, NJ, US"
NJ10601,End Stage Renal Dialysis,25050,Bridgeton Dialysis,333 Irving Avenue,Bridgeton,NJ,8302,"BRIDGETON, NJ  08302",Cumberland,39.4361246,-75.2194533,"333 Irving Avenue, Bridgeton, NJ, US"
NJ25077,Ambulatory Surgical Center,25077,"Bridgewater Ambulatory Surgery Center, Llc","1121 Highway 22 West, Suite 301",Bridgewater,NJ,8807,"BRIDGEWATER, NJ  08807",Somerset,40.580224,-74.597464,"1121 Highway 22 West, Suite 301, Bridgewater, NJ, US"
NJ42304,End Stage Renal Dialysis,42304,Bridgewater Dialysis Center,2121 Route 22 West,Bound Brook,NJ,8805,"BOUND BROOK, NJ  08805",Somerset,40.582547,-74.517007,"2121 Route 22 West, Bound Brook, NJ, US"
NJ24993,End Stage Renal Dialysis,24993,Brooklawn Dialysis,"700 Crescent Blvd, Suite 10B",Brooklawn,NJ,8030,"BROOKLAWN, NJ  08030",Camden,39.8795625,-75.111954,"700 Crescent Blvd, Suite 10B, Brooklawn, NJ, US"
NJ24957,Ambulatory Care Facility,24957,Brookside Urgent Care & Walk-In Medical Center,705 Hamburg Turnpike,Wayne,NJ,7470,"WAYNE, NJ  07470",Passaic,40.9559278,-74.2217727,"705 Hamburg Turnpike, Wayne, NJ, US"
NJ24200,Ambulatory Surgical Center,24200,"Burlington County Endoscopy Center, Llc","140 Mount Holly Bypass, Unit 5",Lumberton,NJ,8048,"LUMBERTON, NJ  08048",Burlington,39.9788271,-74.8050436,"140 Mount Holly Bypass, Unit 5, Lumberton, NJ, US"
NJ70391,Ambulatory Care Facility,70391,Burlington County Health Department Raphael Meadow Health Center,15 Pioneer Boulevard,Westampton,NJ,8060,"WESTAMPTON, NJ  08060",Burlington,40.01444,-74.82611,"15 Pioneer Boulevard, Westampton, NJ, US"
NJ24793,End Stage Renal Dialysis,24793,Burlington Dialysis Center,115 Sunset Road,Burlington,NJ,8016,"BURLINGTON, NJ  08016",Burlington,40.0504275,-74.8455392,"115 Sunset Road, Burlington, NJ, US"
NJ22567,End Stage Renal Dialysis,22567,Burlington North Dialysis,1164 Route 130 North,Burlington,NJ,8016,"BURLINGTON, NJ  08016",Burlington,40.083464,-74.836995,"1164 Route 130 North, Burlington, NJ, US"
NJ24258,Ambulatory Care Facility,24258,Bvmi Lynn Diamond Health Center,75 Essex Street #100,Hackensack,NJ,7601,"HACKENSACK, NJ  07601",Bergen,40.8782579,-74.0477352,"75 Essex Street #100, Hackensack, NJ, US"
311871,Federally Qualified Health Centers,24013,Camcare Health Corp,1315 North Delaware Street,Paulsboro,NJ,8066,"PAULSBORO, NJ  08066",Gloucester,39.8310349,-75.2409017,"1315 North Delaware Street, Paulsboro, NJ, US"
NJ311815,Federally Qualified Health Centers,22465,Camcare Health Corporation,Eighth Street And Carl Miller Boulevard,Camden,NJ,8103,"CAMDEN, NJ  08103",Camden,39.923412,-75.109668,"Eighth Street And Carl Miller Boulevard, Camden, NJ, US"
NJ311817,Federally Qualified Health Centers,22466,Camcare Health Corporation,6Th And Erie Streets,Camden,NJ,8102,"CAMDEN, NJ  08102",Camden,39.95512,-75.119451,"6Th And Erie Streets, Camden, NJ, US"
NJ311818,Federally Qualified Health Centers,80128,Camcare Health Corporation,2610 Federal Street,Camden,NJ,8105,"CAMDEN, NJ  08105",Camden,39.946084,-75.088392,"2610 Federal Street, Camden, NJ, US"
NJ24099,Federally Qualified Health Centers,24099,Camcare Health Corporation Clementon,121 White Horse Pike,Clementon,NJ,8021,"CLEMENTON, NJ  08021",Camden,39.807581,-74.973346,"121 White Horse Pike, Clementon, NJ, US"
311896,Federally Qualified Health Centers,24326,Camcare-Odessa Paulk-Jones Health Center,813 Ferry Avenue,Camden,NJ,8104,"CAMDEN, NJ  08104",Camden,39.9204241,-75.1119612,"813 Ferry Avenue, Camden, NJ, US"
NJ31C0001026,Ambulatory Surgical Center,R24666,"Campus Eye Group Ambulatory Surgical Center , Llc",1700 Whitehorse-Hamilton Square Rd,Hamilton,NJ,8690,"HAMILTON, NJ  08690",Mercer,40.217178,-74.674752,"1700 Whitehorse-Hamilton Square Rd, Hamilton, NJ, US"
NJ23184,Ambulatory Care Facility,23184,"Canfield Medical Imaging Associate, P.A.","343 Passaic Avenue, Suite C",Fairfield,NJ,7004,"FAIRFIELD, NJ  07004",Essex,40.8877026,-74.2730469,"343 Passaic Avenue, Suite C, Fairfield, NJ, US"
NJ31C0001158,Surgical Practice,R24599,Cape Cataract Center,804 Route 9 South,Cape May Court House,NJ,8210,"CAPE MAY COURT HOUSE, NJ  08210",Cape May,39.040692,-74.855925,"804 Route 9 South, Cape May Court House, NJ, US"
NJ23153,Ambulatory Care Facility,23153,Cape Radiology,4011 Route 9 South,Rio Grande,NJ,8242,"RIO GRANDE, NJ  08242",Cape May,39.014601,-74.876159,"4011 Route 9 South, Rio Grande, NJ, US"
NJ1428,"Hospital-Based, Off-Site Ambulatory Care Facility",1428,Cape Regional Endoscopy Center,410 Route 9 North,Cape May Court House,NJ,8210,"CAPE MAY COURT HOUSE, NJ  08210",Cape May,39.08261,-74.82378,"410 Route 9 North, Cape May Court House, NJ, US"
NJ317012,Home Health Agency,22384,"Cape Regional Home Health Care, Llc","1261 Route 9 South, Unit 5A",Cape May Court House,NJ,8210,"CAPE MAY COURT HOUSE, NJ  08210",Cape May,39.040692,-74.855925,"1261 Route 9 South, Unit 5A, Cape May Court House, NJ, US"
NJ1423,"Hospital-Based, Off-Site Ambulatory Care Facility",1423,Cape Regional Medical Center Sleep Services,201 South Shore Road,Marmora,NJ,8223,"MARMORA, NJ  08223",Cape May,39.251464,-74.662146,"201 South Shore Road, Marmora, NJ, US"
NJ10501,General Acute Care Hospital,10501,"Cape Regional Medical Center, Inc",Two Stone Harbor Blvd,Cape May Court House,NJ,8210,"CAPE MAY COURT HOUSE, NJ  08210",Cape May,39.086929,-74.817981,"Two Stone Harbor Blvd, Cape May Court House, NJ, US"
NJ1444,"Hospital-Based, Off-Site Ambulatory Care Facility",1444,Cape Regional Wound Care Center,302 N Main Street,Cape May Court House,NJ,8210,"CAPE MAY COURT HOUSE, NJ  08210",Cape May,39.094127,-74.81237,"302 N Main Street, Cape May Court House, NJ, US"
NJ1490,"Hospital-Based, Off-Site Ambulatory Care Facility",1490,Capital Health At Deborah - Emergency Services,200 Trenton Road,Browns Mills,NJ,8015,"BROWNS MILLS, NJ  08015",Burlington,39.9777214,-74.5843283,"200 Trenton Road, Browns Mills, NJ, US"
NJ11104,General Acute Care Hospital,11104,Capital Health Medical Center - Hopewell,One Capital Way,Pennington,NJ,8534,"PENNINGTON, NJ  08534",Mercer,40.319395,-74.504472,"One Capital Way, Pennington, NJ, US"
NJ1460,"Hospital-Based, Off-Site Ambulatory Care Facility",1460,Capital Health Mobile Stroke Unit,245 Clarksville Road,Princeton Junction,NJ,8550,"PRINCETON JUNCTION, NJ  08550",Mercer,40.3016882,-74.6373594,"245 Clarksville Road, Princeton Junction, NJ, US"
NJ11102,General Acute Care Hospital,11102,Capital Health System At Fuld,750 Brunswick Ave,Trenton,NJ,8638,"TRENTON, NJ  08638",Mercer,40.2361245,-74.752046,"750 Brunswick Ave, Trenton, NJ, US"
NJ1146,"Hospital-Based, Off-Site Ambulatory Care Facility",1146,Capital Health System At Hamilton,1401-1445 Whitehorse-Mercerville Road,Hamilton,NJ,8619,"HAMILTON, NJ  08619",Mercer,40.211475,-74.680625,"1401-1445 Whitehorse-Mercerville Road, Hamilton, NJ, US"
NJ1151,"Hospital-Based, Off-Site Ambulatory Care Facility",1151,Capital Health System Family Health Center,433 Bellevue Avenue,Trenton,NJ,8618,"TRENTON, NJ  08618",Mercer,40.2291207,-74.7769872,"433 Bellevue Avenue, Trenton, NJ, US"
NJ1341,"Hospital-Based, Off-Site Ambulatory Care Facility",1341,Cardiac Imaging At 435 South Street,435 South Street,Morristown,NJ,7962,"MORRISTOWN, NJ  07962",Morris,40.7763628,-74.4671617,"435 South Street, Morristown, NJ, US"
NJ1340,"Hospital-Based, Off-Site Ambulatory Care Facility",1340,Cardiac Imaging At Florham Park,10 James Street,Florham Park,NJ,7932,"FLORHAM PARK, NJ  07932",Morris,40.7887403,-74.3864418,"10 James Street, Florham Park, NJ, US"
NJ24429,Ambulatory Care Facility,24429,Cardiology Associates Of Ocean County,2414 Highway 35 North,Manasquan,NJ,8736,"MANASQUAN, NJ  08736",Monmouth,40.127135,-74.067541,"2414 Highway 35 North, Manasquan, NJ, US"
NJ24439,Ambulatory Care Facility,24439,"Cardiovascular Assoc Of The Delaware Valley, The",210 W Atlantic Avenue,Haddon Heights,NJ,8035,"HADDON HEIGHTS, NJ  08035",Camden,39.8811836,-75.057589,"210 W Atlantic Avenue, Haddon Heights, NJ, US"
NJ25046,Ambulatory Care Facility,25046,Cardiovascular Associates Of The Delaware Valley,"1051 W Sherman Avenue, Suite 3-A",Vineland,NJ,8360,"VINELAND, NJ  08360",Cumberland,39.4469849,-75.0497836,"1051 W Sherman Avenue, Suite 3-A, Vineland, NJ, US"
NJR24592,Surgical Practice,R24592,"Cardiovascular Care Group, The",433 Central Avenue,Westfield,NJ,7090,"WESTFIELD, NJ  07090",Union,40.6489359,-74.3424196,"433 Central Avenue, Westfield, NJ, US"
NJ24795,Special Hospital,24795,Care One At Humc Pascack Valley,"250 Old Hook Road, Fourth Floor",Westwood,NJ,7675,"WESTWOOD, NJ  07675",Bergen,40.98355,-74.014469,"250 Old Hook Road, Fourth Floor, Westwood, NJ, US"
