Facility_Name,Type,Street_Address,City,Zip,County,State,Facility Location,Latitude,Longitude
"The Mary Wade Home, Inc.",Nursing Facility,118 Clinton Avenue,New Haven,,New Haven,CT,POINT (-72.891247 41.312612),41.312612,-72.891247
Gladeview Health Care Center,Nursing Facility,60 Boston Post Road,Old Saybrook,,Middlesex,CT,POINT (-72.363403 41.312485),41.312485,-72.363403
Greenwich Woods Rehabilitation,Nursing Facility,1165 King Street,Greenwich,,Fairfield,CT,POINT (-73.694388 41.05959200000001),41.059592,-73.694388
Avalon Health Center,Nursing Facility,186 Jerry Browne Road,Mystic,,New London,CT,POINT (-71.949571 41.37512000000001),41.37512,-71.949571
Meadowbrook of Granby,Nursing Facility,350 Salmon Brook Street,Granby,,Hartford,CT,POINT (-72.790996 41.964404),41.964404,-72.790996
"Leeway, Inc.",Nursing Facility,40 Albert Street,New Haven,,New Haven,CT,POINT (-72.89634 41.326544),41.326544,-72.89634
The Kent Specialty Care Center,Nursing Facility,46 Maple Street,Kent,,Litchfield,CT,POINT (-73.473481 41.720625),41.720625,-73.473481
Maefair Health Care Center,Nursing Facility,21 Maefair Court,Trumbull,,Fairfield,CT,POINT (-73.194834 41.236378),41.236378,-73.194834
St. Mary Home,Nursing Facility,2021 Albany Avenue,West Hartford,,Hartford,CT,POINT (-72.726476 41.786082),41.786082,-72.726476
Parkway Pavilion Health and Rehabilitation Center,Nursing Facility,1157 Enfield Street,Enfield,,Hartford,CT,POINT (-72.593179 41.986582),41.986582,-72.593179
Chestelm Health and Rehabilitation Center,Nursing Facility,"534 Town Street, P.O. Box 719",Moodus,,Middlesex,CT,POINT (-72.446752 41.485388),41.485388,-72.446752
The Lutheran Home of Southbury,Nursing Facility,990 Main Street North,Southbury,,New Haven,CT,POINT (-73.21103 41.504094),41.504094,-73.21103
Bloomfield Health Care Center,Nursing Facility,355 Park Avenue,Bloomfield,,Hartford,CT,POINT (-72.713086 41.822502),41.822502,-72.713086
Middlesex Health Care Center,Nursing Facility,100 Randolph Road,Middletown,,Middlesex,CT,POINT (-72.616498 41.534852),41.534852,-72.616498
Ludlowe Center for Health and Rehabilitation,Nursing Facility,118 Jefferson Street,Fairfield,,Fairfield,CT,POINT (-73.24397 41.223753),41.223753,-73.24397
Kindred Transitional Care and Rehabilitation - Parkway Pavillion,Nursing Facility,1157 Enfield Street,Enfield,,Hartford,CT,POINT (-72.593179 41.986582),41.986582,-72.593179
Groton Regency Center,Nursing Facility,1145 Poquonnock Road,Groton,,New London,CT,POINT (-72.043241 41.346698),41.346698,-72.043241
Maple View Health and Rehabilitation,Nursing Facility,856 Maple Street,Rocky Hill,,Hartford,CT,POINT (-72.666639 41.673965),41.673965,-72.666639
"Chelsea Place Care Center, LLC",Nursing Facility,25 Lorraine Street,Hartford,,Hartford,CT,POINT (-72.705431 41.767714),41.767714,-72.705431
Apple Rehab West Haven,Nursing Facility,308 Savin Avenue,West Haven,,New Haven,CT,POINT (-72.950838 41.260554),41.260554,-72.950838
Beacon Brook Health Center,Nursing Facility,89 Weid Drive,Naugatuck,,New Haven,CT,POINT (-73.031936 41.469642),41.469642,-73.031936
Apple Rehab Middletown (dba Highview Health Care Center),Nursing Facility,600 Highland Avenue,Middletown,,Middlesex,CT,POINT (-72.654814 41.532381),41.532381,-72.654814
Wadsworth Glen Health Care and Rehabilitation,Nursing Facility,30 Boston Road,Middletown,,Middlesex,CT,POINT (-72.676519 41.554164),41.554164,-72.676519
Sheriden Woods Health Care Center,Nursing Facility,321 Stonecrest Drive,Bristol,,Hartford,CT,POINT (-72.92134 41.681398),41.681398,-72.92134
Valerie Manor,Nursing Facility,1360 Torringford Street,Torrington,,Litchfield,CT,POINT (-73.079132 41.827508),41.827508,-73.079132
The Kent Specialty Care Center,Nursing Facility,46 Maple Street,Kent,,Litchfield,CT,POINT (-73.473481 41.720625),41.720625,-73.473481
Apple Rehab West Haven,Nursing Facility,308 Savin Avenue,West Haven,,New Haven,CT,POINT (-72.950838 41.260554),41.260554,-72.950838
The Summit at Plantsville,Nursing Facility,261 Summit Street,Plantsville,,Hartford,CT,POINT (-72.89307 41.591965),41.591965,-72.89307
Chamberlain Healthcare,Nursing Facility,7003 Main Street,Stratford,,Fairfield,CT,POINT (-73.100682 41.251009),41.251009,-73.100682
Farmington Rehab Center LLC/dba Amberwoods,Nursing Facility,416 Colt Highway,Farmington,,Hartford,CT,POINT (-72.801542 41.715385),41.715385,-72.801542
Chamberlain Healthcare,Nursing Facility,7003 Main Street,Stratford,,Fairfield,CT,POINT (-73.100682 41.251009),41.251009,-73.100682
Riverside Health and Rehabilitation Center,Nursing Facility,745 Main Street,East Hartford,,Hartford,CT,POINT (-72.64546 41.766505),41.766505,-72.64546
RegalCare at New Haven,Nursing Facility,181 Clifton Street,New Haven,,New Haven,CT,POINT (-72.878853 41.309366),41.309366,-72.878853
Hancock Hall,Nursing Facility,31 Staples Street,Danbury,,Fairfield,CT,POINT (-73.47369 41.39683),41.39683,-73.47369
"Kettle Brook Care Center, dba Fresh River Healthcare",Nursing Facility,96 Prospect Hill Road,East Windsor,,Hartford,CT,POINT (-72.606229 41.925372),41.925372,-72.606229
West River Rehabilitation Center,Nursing Facility,245 Orange Avenue,Milford,,New Haven,CT,POINT (-73.050224 41.237712),41.237712,-73.050224
Sharon Health Care Center,Nursing Facility,27 Hospital Hill Road,Sharon,,Litchfield,CT,POINT (-73.480208 41.879551),41.879551,-73.480208
Beacon Brook Health Center,Nursing Facility,89 Weid Drive,Naugatuck,,New Haven,CT,POINT (-73.031936 41.469642),41.469642,-73.031936
Jewish Senior Services,Nursing Facility,4200 Park Avenue,Bridgeport,,Fairfield,CT,POINT (-73.23149 41.212038),41.212038,-73.23149
Fox Hill Center,Nursing Facility,1253 Hartford Turnpike,Vernon,,Tolland,CT,POINT (-72.434371 41.858421),41.858421,-72.434371
Apple Rehab of Rocky Hill,Nursing Facility,45 Elm Street,Rocky Hill,,Hartford,CT,POINT (-72.641595 41.664617),41.664617,-72.641595
St. Camillus Center,Nursing Facility,494 Elm Street,Stamford,,Fairfield,CT,POINT (-73.526723 41.049972),41.049972,-73.526723
"Aurora Senior Living of East Hartford, LLC",Nursing Facility,51 Applegate Lane,East Hartford,,Hartford,CT,POINT (-72.60967 41.766425),41.766425,-72.60967
St. Mary Home,Nursing Facility,2021 Albany Avenue,West Hartford,,Hartford,CT,POINT (-72.726476 41.786082),41.786082,-72.726476
Cassena Care Norwalk,Nursing Facility,23 Prospect Avenue,Norwalk,,Fairfield,CT,POINT (-73.422102 41.114044),41.114044,-73.422102
St. Mary Home,Nursing Facility,2021 Albany Avenue,West Hartford,,Hartford,CT,POINT (-72.726476 41.786082),41.786082,-72.726476
Golden Hill Rehab Pavilion,Nursing Facility,2028 Bridgeport Avenue,Milford,,New Haven,CT,POINT (-73.066793 41.21709),41.21709,-73.066793
Harbor Village North,Nursing Facility,78 Viets Street,New London,,New London,CT,POINT (-72.11074 41.338131),41.338131,-72.11074
Shady Knoll Health Center,Nursing Facility,41 Skokorat Street,Seymour,,New Haven,CT,POINT (-73.055532 41.401644),41.401644,-73.055532
Watertown Convalarium,Nursing Facility,560 Woodbury Road,Watertown,,Litchfield,CT,POINT (-73.138173 41.60198),41.60198,-73.138173
Harbor Village North,Nursing Facility,78 Viets Street,New London,,New London,CT,POINT (-72.11074 41.338131),41.338131,-72.11074
Candlewood Valley Health & Rehabilitation Center,Nursing Facility,30 Park Lane east,New Milford,,Litchfield,CT,POINT (-73.401447 41.59753),41.59753,-73.401447
Westport Rehabilitation Complex,Nursing Facility,1 Burr Road,Westport,,Fairfield,CT,POINT (-73.367176 41.136945),41.136945,-73.367176
Waveny Care Center,Nursing Facility,3 Farm Road,New Canaan,,Fairfield,CT,POINT (-73.493667 41.128529),41.128529,-73.493667
St. Joseph's Residence,Nursing Facility,1365 Enfield Street,Enfield,,Hartford,CT,POINT (-72.592407 41.972614),41.972614,-72.592407
Douglas Manor,Nursing Facility,103 North Road,Windham,,Windham,CT,POINT (-72.163347 41.705233),41.705233,-72.163347
Parkville Care Center,Nursing Facility,5 Greenwood Street,Hartford,,Hartford,CT,POINT (-72.709971 41.754837),41.754837,-72.709971
"Ledgecrest Health Care Center, Inc.",Nursing Facility,154 Kensington Road,Kensington,,Hartford,CT,POINT (-72.769758 41.629581),41.629581,-72.769758
Cherry Brook Health Care Center,Nursing Facility,102 Dyer Avenue,Collinsville,,Hartford,CT,POINT (-72.919257 41.83171500000001),41.831715,-72.919257
Abbott Terrace Health Center,Nursing Facility,44 Abbott Terrace,Waterbury,,New Haven,CT,POINT (-73.038022 41.556464),41.556464,-73.038022
Glen Hill Center,Nursing Facility,1 Glen Hill Road,Danbury,,Fairfield,CT,POINT (-73.449309 41.414466),41.414466,-73.449309
Autumn Lake Healthcare at New Britain,Nursing Facility,400 Brittany Farms Road,New Britain,,Hartford,CT,POINT (-72.768712 41.712681),41.712681,-72.768712
"Gardner Heights Health Care Center, Inc.",Nursing Facility,172 Rocky Rest Road,Shelton,,Fairfield,CT,POINT (-73.095187 41.286437),41.286437,-73.095187
Cassena Care of Stamford,Nursing Facility,53 Courtland Avenue,Stamford,,Fairfield,CT,POINT (-73.514114 41.060582),41.060582,-73.514114
Evergreen Woods Health Center,Nursing Facility,88 Notch Hill Road,North Branford,,New Haven,CT,POINT (-72.751087 41.317083),41.317083,-72.751087
Saint John Paul II Center,Nursing Facility,33 Lincoln Avenue,Danbury,,Fairfield,CT,POINT (-73.454729 41.384584),41.384584,-73.454729
Long Ridge Post-Acute Care,Nursing Facility,710 Long Ridge Road,Stamford,,Fairfield,CT,POINT (-73.563222 41.095003),41.095003,-73.563222
"Glastonbury Health Care Center, Inc.",Nursing Facility,1175 Hebron Avenue,Glastonbury,,Hartford,CT,POINT (-72.565754 41.71823),41.71823,-72.565754
Apple Rehab of Rocky Hill,Nursing Facility,45 Elm Street,Rocky Hill,,Hartford,CT,POINT (-72.641595 41.664617),41.664617,-72.641595
Bishop Wicke Health Center,Nursing Facility,584 Long Hill Avenue,Shelton,,Fairfield,CT,POINT (-73.098403 41.281872),41.281872,-73.098403
Apple Rehab Farmington Valley,Nursing Facility,269 Farmington Avenue,Plainville,,Hartford,CT,POINT (-72.852841 41.685968),41.685968,-72.852841
Masonicare Health Center,Nursing Facility,22 Masonic Avenue,Wallingford,,New Haven,CT,POINT (-72.836586 41.460698),41.460698,-72.836586
Pendleton Health and Rehabilitation Center,Nursing Facility,44 Maritime Drive,Mystic,,New London,CT,POINT (-71.950839 41.369335),41.369335,-71.950839
Yale Health In-Patient Care,Nursing Facility,"55 Lock Street, P.O. Box 208237",New Haven,,New Haven,CT,POINT (-72.928332 41.31551),41.31551,-72.928332
Countryside Manor of Bristol,Nursing Facility,1660 Stafford Avenue,Bristol,,Hartford,CT,POINT (-72.91463 41.721245),41.721245,-72.91463
"Leeway, Inc.",Nursing Facility,40 Albert Street,New Haven,,New Haven,CT,POINT (-72.89634 41.326544),41.326544,-72.89634
Geer Nursing and Rehabilitation Center,Nursing Facility,99 South Canaan Road,Canaan,,Litchfield,CT,POINT (-73.33247100000001 42.016475),42.016475,-73.332471
Whispering Pines Rehabilitation and Nursing Center LLC,Nursing Facility,38 Talmadge Avenue,East Haven,,New Haven,CT,POINT (-72.86361 41.263459),41.263459,-72.86361
"Leeway, Inc.",Nursing Facility,40 Albert Street,New Haven,,New Haven,CT,POINT (-72.89634 41.326544),41.326544,-72.89634
"Leeway, Inc.",Nursing Facility,40 Albert Street,New Haven,,New Haven,CT,POINT (-72.89634 41.326544),41.326544,-72.89634
Milford Health and Rehabilitlation Center,Nursing Facility,195 Platt Street,Milford,,New Haven,CT,POINT (-73.019075 41.212196),41.212196,-73.019075
Green Springs Healthcare and Rehabilitation Center,Nursing Facility,51 Applegate Lane,East Hartford,,Hartford,CT,POINT (-72.60967 41.766425),41.766425,-72.60967
Douglas Manor,Nursing Facility,103 North Road,Windham,,Windham,CT,POINT (-72.163347 41.705233),41.705233,-72.163347
Mansfield Center for Nursing & Rehabilitation,Nursing Facility,100 Warren Circle,Storrs,,Tolland,CT,POINT (-72.253088 41.791899),41.791899,-72.253088
Village Crest Center for Health and Rehabilitation,Nursing Facility,19 Poplar Street,New Milford,,Litchfield,CT,POINT (-73.408736 41.58294),41.58294,-73.408736
Jefferson House,Nursing Facility,1 John H. Stewart Drive,Newington,,Hartford,CT,POINT (-72.71406100000002 41.696009),41.696009,-72.714061
Pilgrim Manor Care Center,Nursing Facility,52 Missionary Road,Cromwell,,Middlesex,CT,POINT (-72.660908 41.600427),41.600427,-72.660908
Gladview Health Care Center,Nursing Facility,60 Boston Post Road,Old Saybrook,,Middlesex,CT,POINT (-72.363403 41.312485),41.312485,-72.363403
Mystic Healthcare and Rehabilitation Center,Nursing Facility,475 High Street,Mystic,,New London,CT,POINT (-71.974014 41.364388),41.364388,-71.974014
Quinnipiac Valley Center,Nursing Facility,55 Kondracki Lane,Wallingford,,New Haven,CT,POINT (-72.811781 41.435947),41.435947,-72.811781
"Gardner Heights Health Care Center, Inc.",Nursing Facility,172 Rocky Rest Road,Shelton,,Fairfield,CT,POINT (-73.095187 41.286437),41.286437,-73.095187
Whispering Pines Rehabilitation and Nursing Center LLC,Nursing Facility,38 Talmadge Avenue,East Haven,,New Haven,CT,POINT (-72.86361 41.263459),41.263459,-72.86361
Pomperaug Woods Health Center,Nursing Facility,80 Heritage Road,Southbury,,New Haven,CT,POINT (-73.217482 41.482196),41.482196,-73.217482
Bickford Health Care Center,Nursing Facility,14 Main Street,Windsor Locks,,Hartford,CT,POINT (-72.627281 41.926759),41.926759,-72.627281
Bethel Health Care Center,Nursing Facility,13 Parklawn Drive,Bethel,,Fairfield,CT,POINT (-73.398195 41.425007),41.425007,-73.398195
Ellis Manor,Nursing Facility,210 George Street,Hartford,,Hartford,CT,POINT (-72.678464 41.731611),41.731611,-72.678464
Hancock Hall,Nursing Facility,31 Staples Street,Danbury,,Fairfield,CT,POINT (-73.47369 41.39683),41.39683,-73.47369
Evergreen Woods Health Center,Nursing Facility,88 Notch Hill Road,North Branford,,New Haven,CT,POINT (-72.751087 41.317083),41.317083,-72.751087
"Grove Manor Nursing Home, Inc.",Nursing Facility,145 Grove Street,Waterbury,,New Haven,CT,POINT (-73.04124700000001 41.559964),41.559964,-73.041247
Salmon Brook Center,Nursing Facility,72 Slamon Brook Drive,Glastonbury,,Hartford,CT,POINT (-72.603458 41.716521),41.716521,-72.603458
"Monsignor Bojnowski Manor, Inc",Nursing Facility,50 Pulaski Street,New Britain,,Hartford,CT,POINT (-72.798371 41.675475),41.675475,-72.798371
Salmon Brook Center,Nursing Facility,72 Slamon Brook Drive,Glastonbury,,Hartford,CT,POINT (-72.603458 41.716521),41.716521,-72.603458
Manchester Manor Health Care Center,Nursing Facility,385 West Center Street,Manchester,,Hartford,CT,POINT (-72.552621 41.769734),41.769734,-72.552621
Touchpoints at Chestnut,Nursing Facility,171 Main Street,East Windsor,,Hartford,CT,POINT (-72.617846 41.925994),41.925994,-72.617846
Bradley Home Infirmary/Pavilion,Nursing Facility,320 Colony Street,Meriden,,New Haven,CT,POINT (-72.795609 41.545942),41.545942,-72.795609
Davis Place,Nursing Facility,111 Westcott Road,Danielson,,Windham,CT,POINT (-71.873842 41.809353),41.809353,-71.873842
Rose Garden Health & Rehabilitation Center,Nursing Facility,3584 East Main Street,Waterbury,,New Haven,CT,POINT (-72.968432 41.542733),41.542733,-72.968432
Bickford Health Care Center,Nursing Facility,14 Main Street,Windsor Locks,,Hartford,CT,POINT (-72.627281 41.926759),41.926759,-72.627281
Waveny Care Center,Nursing Facility,3 Farm Road,New Canaan,,Fairfield,CT,POINT (-73.493667 41.128529),41.128529,-73.493667
Jerome Home,Nursing Facility,975 Corbin Avenue,New Britain,,Hartford,CT,POINT (-72.80429 41.662211),41.662211,-72.80429
Harrington Court,Nursing Facility,59 Harrington Court Drive,Colchester,,New London,CT,POINT (-72.33103 41.577988),41.577988,-72.33103
"Pierce Memorial Baptist Home, Inc.",Nursing Facility,"44 Canterbury Road,  P.O. Box 326",Brooklyn,,Windham,CT,POINT (-71.949585 41.78502),41.78502,-71.949585
Touchpoints at Chestnut,Nursing Facility,171 Main Street,East Windsor,,Hartford,CT,POINT (-72.617846 41.925994),41.925994,-72.617846
Wadsworth Glen Health Care Center,Nursing Facility,30 Boston Road,Middletown,,Middlesex,CT,POINT (-72.676519 41.554164),41.554164,-72.676519
"Glastonbury Health Care Center, Inc.",Nursing Facility,1175 Hebron Avenue,Glastonbury,,Hartford,CT,POINT (-72.565754 41.71823),41.71823,-72.565754
Salmon Brook Rehab and Nursing,Nursing Facility,72 Slamon Brook Drive,Glastonbury,,Hartford,CT,POINT (-72.603458 41.716521),41.716521,-72.603458
Apple Rehab Middletown (dba Highview Health Care Center),Nursing Facility,600 Highland Avenue,Middletown,,Middlesex,CT,POINT (-72.654814 41.532381),41.532381,-72.654814
Chestelm Health and Rehabilitation Center,Nursing Facility,534 Town Street,Moodus,,Middlesex,CT,POINT (-72.446752 41.485388),41.485388,-72.446752
"Ledgecrest Health Care Center, Inc.",Nursing Facility,154 Kensington Road,Kensington,,Hartford,CT,POINT (-72.769758 41.629581),41.629581,-72.769758
"JACC Healthcare Center of Norwich, LLC Three Rivers",Nursing Facility,60 Crouch Avenue,Norwich,,New London,CT,POINT (-72.072157 41.504801),41.504801,-72.072157
"Wolcott Hall Nursing Center, Inc.",Nursing Facility,215 Forest Street,Torrington,,Litchfield,CT,POINT (-73.128142 41.80896),41.80896,-73.128142
Meridian Manor Corporation,Nursing Facility,1132 Meriden Road,Waterbury,,New Haven,CT,POINT (-72.981851 41.552609),41.552609,-72.981851
"Glastonbury Health Care Center, Inc.",Nursing Facility,1175 Hebron Avenue,Glastonbury,,Hartford,CT,POINT (-72.565754 41.71823),41.71823,-72.565754
Chestelm Health and Rehabilitation Center,Nursing Facility,"534 Town Street, P.O. Box 719",Moodus,,Middlesex,CT,POINT (-72.446752 41.485388),41.485388,-72.446752
Curtis Home St. Elizabeth Center,Nursing Facility,380 Crown Street,Meriden,,New Haven,CT,POINT (-72.805239 41.528723),41.528723,-72.805239
Blair Manor,Nursing Facility,612 Hazard Avenue,Enfield,,Hartford,CT,POINT (-72.506893 41.98519),41.98519,-72.506893
"Connecticut Baptist Homes, Inc.",Nursing Facility,292 Thorpe Avenue,Meriden,,New Haven,CT,POINT (-72.75518000000001 41.515835),41.515835,-72.75518
Regency House of Wallingford,Nursing Facility,181 East Main Street,Wallingford,,New Haven,CT,POINT (-72.799632 41.454112),41.454112,-72.799632
Pope John Paul II Center,Nursing Facility,33 Lincoln Avenue,Danbury,,Fairfield,CT,POINT (-73.454729 41.384584),41.384584,-73.454729
"Carolton Chronic & Convalescent Hospital, Inc.",Nursing Facility,400 Mill Plain Road,Fairfield,,Fairfield,CT,POINT (-73.265827 41.14486),41.14486,-73.265827
