Facility ID,Facility Name,Description,Facility Address 1,Facility City,Facility State,Facility Zip Code,Facility County,Facility Latitude,Facility Longitude,Facility Location,Full Address
873,Ira Davenport Memorial Hospital,Hospital,7571 State Route 54,Bath,New York,14810,Steuben,42.372952000000005,-77.27865600000001,"(42.372952000000005, -77.27865600000001)","7571 State Route 54, Bath, NY, US"
7770,New England Laser & Cosmetic Surgery Center,Diagnostic and Treatment Center,1072 Troy Schenectady Road,Latham,New York,12110,Albany,42.765404,-73.810654,"(42.765404, -73.810654)","1072 Troy Schenectady Road, Latham, NY, US"
9835,MVHS Orthopedic Group,Hospital Extension Clinic,1903 Sunset Avenue,Utica,New York,13502,Oneida,43.088413,-75.26101,"(43.088413, -75.26101)","1903 Sunset Avenue, Utica, NY, US"
468,Lower Eastside Service Center Inc,Diagnostic and Treatment Center Extension Clinic,46 East Broadway,New York,New York,10002,New York,40.713638,-73.99585,"(40.713638, -73.99585)","46 East Broadway, New York, NY, US"
7745,"Elmhurst Care Center, Inc",Residential Health Care Facility - SNF,100-17 23 Avenue,East Elmhurst,New York,11369,Queens,40.76886,-73.870171,"(40.76886, -73.870171)","100-17 23 Avenue, East Elmhurst, NY, US"
2643,LIJMC-Satellite Dialysis Facility,Hospital Extension Clinic,220-22 Hillside Ave,Queens Village,New York,11427,Queens,40.730801,-73.742638,"(40.730801, -73.742638)","220-22 Hillside Ave, Queens Village, NY, US"
1,Albany Medical Center Hospital,Hospital,43 New Scotland Avenue,Albany,New York,12208,Albany,42.65337,-73.773834,"(42.65337, -73.773834)","43 New Scotland Avenue, Albany, NY, US"
10336,Outpatient Psychiatry Clinic of AMCH,Hospital Extension Clinic,2 Clara Barton Drive,Albany,New York,12208,Albany,42.6473339,-73.7762122,"(42.6473339, -73.7762122)","2 Clara Barton Drive, Albany, NY, US"
3793,The Health Center On Broad Street,Diagnostic and Treatment Center Extension Clinic,100 Broad Street,Glens Falls,New York,12801-4349,Warren,43.306038,-73.65406800000001,"(43.306038, -73.65406800000001)","100 Broad Street, Glens Falls, NY, US"
7023,Oswego Hosp/Mexico Family Health Center,Hospital Extension Clinic,5856 Scenic Avenue,Mexico,New York,13114,Oswego,43.471275,-76.232803,"(43.471275, -76.232803)","5856 Scenic Avenue, Mexico, NY, US"
1558,Floating Hospital (Incorporated),Diagnostic and Treatment Center,25-15 Queens Plaza North,Long Island City,New York,11101,Queens,40.750938,-73.940033,"(40.750938, -73.940033)","25-15 Queens Plaza North, Long Island City, NY, US"
9963,Community Memorial Hospital - Hamilton Family Health Center,Primary Care Hospital - Critical Access Hospital Extension Clinic,164 Broad Street,Hamilton,New York,13346,Madison,42.812443,-75.542588,"(42.812443, -75.542588)","164 Broad Street, Hamilton, NY, US"
1033,Wayne Co Public Health Nursing Service,Diagnostic and Treatment Center,1519 Nye Road,Lyons,New York,14489,Wayne,43.065098,-77.02855699999999,"(43.065098, -77.02855699999999)","1519 Nye Road, Lyons, NY, US"
1243,Split Rock Rehabilitation and Health Care Center,Residential Health Care Facility - SNF,3525 Baychester Ave,Bronx,New York,10466,Bronx,40.881653,-73.839035,"(40.881653, -73.839035)","3525 Baychester Ave, Bronx, NY, US"
6140,Planned Parenthood Elmira Health Center,Diagnostic and Treatment Center Extension Clinic,755 East Church Street,Elmira,New York,14901,Chemung,42.093815,-76.795006,"(42.093815, -76.795006)","755 East Church Street, Elmira, NY, US"
4185,St Josephs Hospital Health Center-Asc,Hospital Extension Clinic,5100 West Taft Road,Liverpool,New York,13088,Onondaga,43.121719,-76.162109,"(43.121719, -76.162109)","5100 West Taft Road, Liverpool, NY, US"
6405,St. Peter's Surgery And Endoscopy Center,Diagnostic and Treatment Center,1375 Washington Avenue-Suite 201,Albany,New York,12206,Albany,42.686153000000004,-73.814049,"(42.686153000000004, -73.814049)","1375 Washington Avenue-Suite 201, Albany, NY, US"
6390,Whitesboro Office,Hospital Extension Clinic,37 Main Street,Whitesboro,New York,13492,Oneida,43.118930999999996,-75.287109,"(43.118930999999996, -75.287109)","37 Main Street, Whitesboro, NY, US"
156,Livingston Hills Nursing and Rehabilitation Center,Residential Health Care Facility - SNF,2781 Route 9,Livingston,New York,12541,Columbia,42.139454,-73.784914,"(42.139454, -73.784914)","2781 Route 9, Livingston, NY, US"
4945,Kindred at Home,Certified Home Health Agency,"11849 East Corning Road, Suite 108",Corning,New York,14830,Steuben,42.123384,-76.994901,"(42.123384, -76.994901)","11849 East Corning Road, Suite 108, Corning, NY, US"
6946,Bassett Healthcare Network Oneonta Surgical Associates,Hospital Extension Clinic,449 Main Street,Oneonta,New York,13820,Otsego,42.457962,-75.048691,"(42.457962, -75.048691)","449 Main Street, Oneonta, NY, US"
4960,Monroe Co Dept of Health Clinics,Diagnostic and Treatment Center Extension Clinic,855 West Main Street,Rochester,New York,14611,Monroe,43.150307,-77.63565799999999,"(43.150307, -77.63565799999999)","855 West Main Street, Rochester, NY, US"
3448,The Womens Center,Hospital Extension Clinic,1445 Portland Avenue Suite 175,Rochester,New York,14621,Monroe,43.192809999999994,-77.58451099999999,"(43.192809999999994, -77.58451099999999)","1445 Portland Avenue Suite 175, Rochester, NY, US"
9527,FSLH - St. Luke's Home Renal Dialysis,Hospital Extension Clinic,1650 Champlin Avenue,Utica,New York,13502,Oneida,43.099613,-75.27552800000001,"(43.099613, -75.27552800000001)","1650 Champlin Avenue, Utica, NY, US"
5903,Samaritan Family Health Center,Hospital Extension Clinic,165 Coleman Avenue,Watertown,New York,13601,Jefferson,43.974911,-75.93821700000001,"(43.974911, -75.93821700000001)","165 Coleman Avenue, Watertown, NY, US"
899,Waters Edge Rehab & Nursing Center at Port Jefferson,Residential Health Care Facility - SNF,150 Dark Hollow Road,Port Jefferson,New York,11777,Suffolk,40.934849,-73.071465,"(40.934849, -73.071465)","150 Dark Hollow Road, Port Jefferson, NY, US"
655,St Camillus Residential Health Care Facility,Residential Health Care Facility - SNF,813 Fay Road,Syracuse,New York,13219,Onondaga,43.035419,-76.208199,"(43.035419, -76.208199)","813 Fay Road, Syracuse, NY, US"
6906,Memorial Sloan Kettering 55th Street Imaging Center,Hospital Extension Clinic,301 East 55th Street,New York,New York,10022,New York,40.757862,-73.96575899999999,"(40.757862, -73.96575899999999)","301 East 55th Street, New York, NY, US"
7090,Housing Works East 9th Street ADHCP,Diagnostic and Treatment Center Extension Clinic,743-749 East Ninth Street,New York,New York,10009,New York,40.724564,-73.976128,"(40.724564, -73.976128)","743-749 East Ninth Street, New York, NY, US"
6212,Cornerstone Family Healthcare at Middletown,Diagnostic and Treatment Center Extension Clinic,10 Benton Ave,Middletown,New York,10940,Orange,41.444469,-74.41487099999999,"(41.444469, -74.41487099999999)","10 Benton Ave, Middletown, NY, US"
10082,GuildCare Niagara Falls,Diagnostic and Treatment Center Extension Clinic,4520 Military Road,Niagara Falls,New York,14305,Niagara,43.128074,-79.005564,"(43.128074, -79.005564)","4520 Military Road, Niagara Falls, NY, US"
3898,Ambulatory Surgery Center of Greater New York,Diagnostic and Treatment Center,1101 Pelham Parkway N,Bronx,New York,10469,Bronx,40.858292,-73.855171,"(40.858292, -73.855171)","1101 Pelham Parkway N, Bronx, NY, US"
6618,"Be Well Primary Health Care Center, LLC",Diagnostic and Treatment Center,3007 Farragut Road,Brooklyn,New York,11210,Kings,40.636340999999994,-73.94787600000001,"(40.636340999999994, -73.94787600000001)","3007 Farragut Road, Brooklyn, NY, US"
9930,Burke Rehabilitation Clinic at Armonk,Hospital Extension Clinic,99 Business Park Drive,Armonk,New York,10504,Westchester,41.120746999999994,-73.708848,"(41.120746999999994, -73.708848)","99 Business Park Drive, Armonk, NY, US"
6042,St Joseph's Hosp Outpatient Svs,Hospital Extension Clinic,4939 Brittonfield Parkway,East Syracuse,New York,13057,Onondaga,43.101935,-76.05903,"(43.101935, -76.05903)","4939 Brittonfield Parkway, East Syracuse, NY, US"
9541,Northeast/Northwest College Prepatory High School,School Based Hospital Extension Clinic,940 Fernwood Park,Rochester,New York,14609,Monroe,43.179188,-77.564049,"(43.179188, -77.564049)","940 Fernwood Park, Rochester, NY, US"
762,Troy Center for Rehabilitation and Nursing,Residential Health Care Facility - SNF,49 Marvin Avenue,Troy,New York,12180,Rensselaer,42.697277,-73.69635799999999,"(42.697277, -73.69635799999999)","49 Marvin Avenue, Troy, NY, US"
2876,Community Healthcare Network,Diagnostic and Treatment Center Extension Clinic,90-04 161 Street,Jamaica,New York,11432,Queens,40.705341,-73.799408,"(40.705341, -73.799408)","90-04 161 Street, Jamaica, NY, US"
339,United Memorial Medical Center North Street Campus,Hospital,127 North St,Batavia,New York,14020,Genesee,43.00404,-78.177475,"(43.00404, -78.177475)","127 North St, Batavia, NY, US"
10083,ColumbiaDoctors/NewYork-Presbyterian Imaging,Diagnostic and Treatment Center,51 West 51st Street,New York,New York,10019,New York,40.76092,-73.9804,"(40.76092, -73.9804)","51 West 51st Street, New York, NY, US"
3919,Adolescent Drug & Alcohol Abuse Prg,Hospital Extension Clinic,410 South Crouse Avenue,Syracuse,New York,13210,Onondaga,43.046608,-76.136635,"(43.046608, -76.136635)","410 South Crouse Avenue, Syracuse, NY, US"
10406,Ditmas Park Dialysis Center,Diagnostic and Treatment Center,2107 Ditmas Avenue,Brooklyn,New York,11226,Kings,0.0,0.0,"(0.0, 0.0)","2107 Ditmas Avenue, Brooklyn, NY, US"
977,Cayuga Medical Center at Ithaca,Hospital,101 Dates Drive,Ithaca,New York,14850,Tompkins,42.469826,-76.536896,"(42.469826, -76.536896)","101 Dates Drive, Ithaca, NY, US"
3633,Fordham-Tremont Comm Mental Health Center,Hospital Extension Clinic,2250 Ryer Avenue,Bronx,New York,10458,Bronx,40.856369,-73.899307,"(40.856369, -73.899307)","2250 Ryer Avenue, Bronx, NY, US"
6988,Middleburgh Elementary School,School Based Hospital Extension Clinic,245-1 Main Street,Middleburgh,New York,12122,Otsego,42.59557,-74.329735,"(42.59557, -74.329735)","245-1 Main Street, Middleburgh, NY, US"
7677,Project Renewal Health 45th Street Clinic,Diagnostic and Treatment Center Extension Clinic,225 East 45th Street,New York,New York,10017,New York,40.752319,-73.972,"(40.752319, -73.972)","225 East 45th Street, New York, NY, US"
1094,The Enclave at Rye Rehabilitation and Nursing Center,Residential Health Care Facility - SNF,1000 High St,Port Chester,New York,10573,Westchester,40.993641,-73.677444,"(40.993641, -73.677444)","1000 High St, Port Chester, NY, US"
9295,HSS Ambulatory Care Clinic,Hospital Extension Clinic,475 East 72nd Street,New York,New York,10021,New York,40.766956,-73.953827,"(40.766956, -73.953827)","475 East 72nd Street, New York, NY, US"
1486,Henry J. Carter Specialty Hospital,Hospital,1752 Park Avenue,New York,New York,10035,New York,40.802979,-73.940811,"(40.802979, -73.940811)","1752 Park Avenue, New York, NY, US"
9400,"Christian Health Service of Syracuse, Inc",Diagnostic and Treatment Center,3200 Burnet Avenue,Syracuse,New York,13206,Onondaga,43.060844,-76.09326899999999,"(43.060844, -76.09326899999999)","3200 Burnet Avenue, Syracuse, NY, US"
6342,Charles B Wang Comm Health Care Center,Diagnostic and Treatment Center Extension Clinic,268 Canal St,New York,New York,10013,New York,40.718872,-74.001251,"(40.718872, -74.001251)","268 Canal St, New York, NY, US"
3019,Little Sisters of the Assumption Family Health,Certified Home Health Agency,333 East 115th Street,New York,New York,10029,New York,40.795704,-73.93666800000001,"(40.795704, -73.93666800000001)","333 East 115th Street, New York, NY, US"
6851,Main Street Physical Therapy,Hospital Extension Clinic,17 Main Street,Glens Falls,New York,12801,Warren,43.30203,-73.6641,"(43.30203, -73.6641)","17 Main Street, Glens Falls, NY, US"
6687,"Excellent Home Care Services, LLC",Certified Home Health Agency,91-93 South Third Street,Brooklyn,New York,11211,Kings,40.713039,-73.963806,"(40.713039, -73.963806)","91-93 South Third Street, Brooklyn, NY, US"
9251,NSUH Imaging at Great Neck,Hospital Extension Clinic,611 Northern Blvd,Great Neck,New York,11021,Nassau,40.782249,-73.716301,"(40.782249, -73.716301)","611 Northern Blvd, Great Neck, NY, US"
5628,"Visiting Nurse Service and Hospice of Suffolk, Inc.",Certified Home Health Agency,505 Main Street,Northport,New York,11768,Suffolk,40.900703,-73.33577,"(40.900703, -73.33577)","505 Main Street, Northport, NY, US"
4570,MS 293 - Global Studies,School Based Hospital Extension Clinic,284 Baltic Street,Brooklyn,New York,11201,Kings,40.685398,-73.99342299999999,"(40.685398, -73.99342299999999)","284 Baltic Street, Brooklyn, NY, US"
203,Renaissance Rehabilitation and Nursing Care Center,Residential Health Care Facility - SNF,4975 Albany Post Road,Staatsburg,New York,12580,Dutchess,41.83255,-73.93364,"(41.83255, -73.93364)","4975 Albany Post Road, Staatsburg, NY, US"
6670,Acacia Certified Home Care Company,Certified Home Health Agency,2150 Bleecker Street,Utica,New York,13501,Oneida,43.08913,-75.189423,"(43.08913, -75.189423)","2150 Bleecker Street, Utica, NY, US"
9697,Cardiac Testing - Fishkill,Hospital Extension Clinic,60 Merritt Boulevard,Fishkill,New York,12524,Dutchess,41.531853000000005,-73.887226,"(41.531853000000005, -73.887226)","60 Merritt Boulevard, Fishkill, NY, US"
1288,Brooklyn Hospital Center - Downtown Campus,Hospital,121 Dekalb Avenue,Brooklyn,New York,11201,Kings,40.689842,-73.977455,"(40.689842, -73.977455)","121 Dekalb Avenue, Brooklyn, NY, US"
1403,Boro Park Center for Rehabilitation and Healthcare,Residential Health Care Facility - SNF,4915 10th Ave,Brooklyn,New York,11219,Kings,40.638923999999996,-73.998734,"(40.638923999999996, -73.998734)","4915 10th Ave, Brooklyn, NY, US"
4156,Ira Davenport Memorial Hospital SNF/HRF,Residential Health Care Facility - SNF,7571 State Route 54,Bath,New York,14810,Steuben,42.372952000000005,-77.27865600000001,"(42.372952000000005, -77.27865600000001)","7571 State Route 54, Bath, NY, US"
6256,Wayne Medical Group/The Commons,Hospital Extension Clinic,Route 104&Old Ridge Road,Williamson,New York,14589,Wayne,43.234003,-77.17066899999999,"(43.234003, -77.17066899999999)","Route 104&Old Ridge Road, Williamson, NY, US"
434,The Brook at High Falls Nursing Home and Rehabilitation Center,Residential Health Care Facility - SNF,2150 St. Paul Street,Rochester,New York,14621,Monroe,43.195732,-77.61779,"(43.195732, -77.61779)","2150 St. Paul Street, Rochester, NY, US"
527,Mount Sinai South Nassau,Hospital,One Healthy Way,Oceanside,New York,11572,Nassau,40.649601000000004,-73.6315,"(40.649601000000004, -73.6315)","One Healthy Way, Oceanside, NY, US"
6881,PS 457,School Based Diagnostic and Treatment Center Extension Clinic,1116 Sheridan Avenue,Bronx,New York,10456,Bronx,40.8321,-73.917831,"(40.8321, -73.917831)","1116 Sheridan Avenue, Bronx, NY, US"
7891,Neighborhood Health Center Southtowns,Diagnostic and Treatment Center Extension Clinic,151 Elmview Drive,Hamburg,New York,14075,Erie,42.732929,-78.842084,"(42.732929, -78.842084)","151 Elmview Drive, Hamburg, NY, US"
3293,Eddy Memorial Geriatric Center,Residential Health Care Facility - SNF,2256 Burdett Avenue,Troy,New York,12180,Rensselaer,42.734924,-73.67092099999999,"(42.734924, -73.67092099999999)","2256 Burdett Avenue, Troy, NY, US"
10264,PS 199,School Based Hospital Extension Clinic,1449 Shakespeare Ave,Bronx,New York,10452,Bronx,40.843334000000006,-73.920354,"(40.843334000000006, -73.920354)","1449 Shakespeare Ave, Bronx, NY, US"
9101,Open Door Family Medical Center Mobile Van Extension Clinic,Mobile Diagnostic and Treatment Center Extension Clinic,351 Main Street,Mount Kisco,New York,10562,Westchester,41.19828,-73.72470899999999,"(41.19828, -73.72470899999999)","351 Main Street, Mount Kisco, NY, US"
10314,Cassena Care Dialysis at Morningside,Diagnostic and Treatment Center,1000 Pelham Parkway South,Bronx,New York,10461,Bronx,40.856561600000006,-73.8597537,"(40.8565616, -73.8597537)","1000 Pelham Parkway South, Bronx, NY, US"
4859,Samaritan Family Health Center,Hospital Extension Clinic,909 Strawberry Lane,Clayton,New York,13624,Jefferson,44.232113,-76.082619,"(44.232113, -76.082619)","909 Strawberry Lane, Clayton, NY, US"
10168,"Doctors United, Inc.",Diagnostic and Treatment Center Extension Clinic,741 East 233rd Street,Bronx,New York,10466,Bronx,40.893177,-73.855682,"(40.893177, -73.855682)","741 East 233rd Street, Bronx, NY, US"
8524,CMH Mobile Dental School Program,School Based Hospital Extension Clinic,71 Prospect Avenue,Hudson,New York,12534,Columbia,42.246239,-73.776306,"(42.246239, -73.776306)","71 Prospect Avenue, Hudson, NY, US"
10219,HSS East Side Outpatient Center,Hospital Extension Clinic,1233 Second Avenue,New York,New York,10065,New York,40.763998,-73.961976,"(40.763998, -73.961976)","1233 Second Avenue, New York, NY, US"
7645,HealthAlliance Hosp Mary's Ave Campus-Psych Extension Clinic,Hospital Extension Clinic,25 Field Court,Kingston,New York,12401,Ulster,41.929821000000004,-74.00441,"(41.929821000000004, -74.00441)","25 Field Court, Kingston, NY, US"
9590,Rebekah Certified Home Health Agency,Certified Home Health Agency,1040 Havemeyer Avenue,Bronx,New York,10462,Bronx,40.828777,-73.84713,"(40.828777, -73.84713)","1040 Havemeyer Avenue, Bronx, NY, US"
7121,Saratoga Hospital Outpatient Center at Care Lane,Hospital Extension Clinic,6 Care Lane,Saratoga Springs,New York,12866,Saratoga,43.086483,-73.807709,"(43.086483, -73.807709)","6 Care Lane, Saratoga Springs, NY, US"
6591,Jones Hospital Healthcare Clinic,Hospital Extension Clinic,127 North Main Street,Wellsville,New York,14895,Allegany,42.121834,-77.94809000000001,"(42.121834, -77.94809000000001)","127 North Main Street, Wellsville, NY, US"
