Federal Provider Number,CT Credential Number,Level of Care,FACILITY NAME,FACILITY TELEPHONE,ADDRESS,TOWN,COUNTY,STATE,OWNERSHIP TYPE,MEDICARE CERTIFIED,MEDICAID CERTIFIED,Total Licensed Beds,Licensed CCNH Beds,Licensed CCNH Beds Occupied,Licensed RHNS Beds,Licensed RHNS Beds Occupied,CCNH Room Rate: PRIVATE (1 BED),CCNH Room Rate: SEMI-PRIVATE (2 BEDS),CCNH Room Rate: 3 - 4 BEDS,RHNS Room Rate: PRIVATE (1 BED),RHNS Room Rate: SEMI-PRIVATE (2 BEDS),RHNS Room Rate: 3 - 4 BEDS,Total number of patients,<18,18 - 24,25 - 34,35 - 44,45 - 54,55 - 64,65 - 74,75 - 84,85 - 94,95 and older,Unknown age,Male,Female,Unknown gender,Married,Never married,Widowed,Separated,Divorced,Unknown marital status,White,African American,Hispanic or Latino Origin,American Indian or Alaskan Native,Asian or Pacific Islander,Other or Unknown,Medicaid fee-for-service -- CT,Medicaid fee-for-service -- Out of state,Medicaid managed care -- Out of state,Medicaid pending -- CT,Medicaid pending -- Out of state,Medicare fee-for-service (traditional),Medicare managed care,Veterans administration,CCRC -- Life Care,Long-term care insurance --  CT Partnership for Long-Term Care,Long-Term care insurance -- Not CT Partnership,Private insurance (not long-term care),Private pay (no insurance),Unknown Payment Source,Reporting Year,New Georeferenced Column
75330,2323,CCNH,Ludlowe Center for Health and Rehabilitation,(203) 372-4501,118 Jefferson Street,Fairfield,FAIRFIELD,CT,For Profit,true,true,144,144,142,0,0,565,550,,,,,142,0,0,0,1,1,15,16,46,46,17,0,58,84,0,36,27,56,0,23,0,106,24,11,0,1,0,77,0,0,8,0,27,17,0,0,0,0,0,13,0,2019,POINT (-73.24397 41.223753)
,,CCNH,Kindred Transitional Care and Rehabilitation - Parkway Pavillion,(860) 745-1641,1157 Enfield Street,Enfield,HARTFORD,CT,For Profit,true,true,130,130,118,0,0,,401,386,,,,118,0,0,0,0,3,16,18,31,40,10,0,35,83,0,37,7,64,0,10,0,92,7,4,0,0,15,69,0,0,0,0,23,6,0,0,0,0,3,6,11,2013,POINT (-72.593179 41.986582)
75270,2374,CCNH,Groton Regency Center,(860) 446-9960,1145 Poquonnock Road,Groton,NEW_LONDON,CT,For Profit,true,true,162,162,112,0,0,382,305,,,,,112,0,0,0,0,5,8,32,28,37,2,0,47,65,0,16,9,27,48,12,0,106,4,2,0,0,0,90,0,0,8,0,5,3,0,0,0,0,0,6,0,2019,POINT (-72.043241 41.346698)
,,CCNH,Maple View Health and Rehabilitation,(860) 563-2861,856 Maple Street,Rocky Hill,HARTFORD,CT,For Profit,true,true,120,120,107,0,0,444,402,,,,,107,0,0,0,0,2,1,14,24,56,10,0,20,87,0,21,20,57,0,9,0,103,1,3,0,0,0,79,0,0,5,0,11,4,0,0,0,0,0,8,0,2016,POINT (-72.666639 41.673965)
,,CCNH,"Chelsea Place Care Center, LLC",(860) 233-8241,25 Lorraine Street,Hartford,HARTFORD,CT,For Profit,true,true,234,234,229,0,0,435,408,,,,,229,0,0,4,7,13,93,72,31,9,0,0,155,74,0,15,156,17,0,41,0,95,61,41,1,0,31,216,0,0,4,0,9,0,0,0,0,0,0,0,0,2014,POINT (-72.705431 41.767714)
,,CCNH/RHNS,Apple Rehab West Haven,(203) 932-6411,308 Savin Avenue,West Haven,NEW_HAVEN,CT,For Profit,true,true,90,89,81,1,1,430,399,,399,,,82,0,0,0,0,2,9,19,24,23,5,0,31,51,0,15,16,39,2,10,0,62,14,6,0,0,0,57,0,0,8,0,8,7,0,0,0,0,0,2,0,2018,POINT (-72.950838 41.260554)
75390,2182C,CCNH,Beacon Brook Health Center,(203) 729-9889,89 Weid Drive,Naugatuck,NEW_HAVEN,CT,For Profit,true,true,126,126,124,0,0,587,572,,,,,124,0,0,1,0,5,19,24,34,31,10,0,38,86,0,31,18,56,0,19,0,106,14,4,0,0,0,98,0,0,6,0,9,7,0,0,0,0,0,4,0,2019,POINT (-73.031936 41.469642)
,,CCNH,Apple Rehab Middletown (dba Highview Health Care Center),(860) 347-3315,600 Highland Avenue,Middletown,MIDDLESEX,CT,For Profit,true,true,70,70,56,0,0,421,395,,,,,56,0,0,0,0,1,3,6,6,26,14,0,17,39,0,12,5,30,0,9,0,50,6,0,0,0,0,35,0,0,5,0,4,3,0,0,1,1,4,3,0,2016,POINT (-72.654814 41.532381)
,,CCNH,Wadsworth Glen Health Care and Rehabilitation,(860) 346-9299,30 Boston Road,Middletown,MIDDLESEX,CT,For Profit,true,true,102,102,97,0,0,472,454,442,,,,97,0,0,0,1,2,7,18,23,33,13,0,23,74,0,15,16,54,0,12,0,83,13,1,0,0,0,68,0,0,2,0,13,3,0,0,0,0,2,9,0,2014,POINT (-72.676519 41.554164)
,,CCNH,Sheriden Woods Health Care Center,(860) 583-1827,321 Stonecrest Drive,Bristol,HARTFORD,CT,For Profit,true,true,146,146,135,0,0,501,487,482,,,,135,0,0,1,1,7,7,16,36,56,11,0,49,86,0,28,18,65,2,22,0,130,0,5,0,0,0,102,0,0,9,0,11,2,0,0,0,0,1,10,0,2016,POINT (-72.92134 41.681398)
,,CCNH,Valerie Manor,(860) 489-1008,1360 Torringford Street,Torrington,LITCHFIELD,CT,For Profit,true,true,151,151,143,0,0,457,445,,,,,143,0,0,1,0,0,11,17,45,50,19,0,35,108,0,27,17,77,0,22,0,140,2,0,0,1,0,110,0,0,0,0,16,4,0,0,0,0,0,13,0,2013,POINT (-73.079132 41.827508)
,,CCNH,The Kent Specialty Care Center,(860) 927-5368,46 Maple Street,Kent,LITCHFIELD,CT,For Profit,true,true,90,90,52,0,0,375,350,,,,,52,0,0,0,2,2,12,10,12,11,3,0,16,36,0,4,10,23,0,15,0,50,1,0,0,0,1,35,5,0,1,0,7,0,0,0,0,0,0,3,1,2014,POINT (-73.473481 41.720625)
,,CCNH/RHNS,Apple Rehab West Haven,(203) 932-6411,308 Savin Avenue,West Haven,NEW_HAVEN,CT,For Profit,true,true,90,89,75,1,1,430,399,,399,,,76,0,0,0,1,2,4,10,10,42,7,0,24,52,0,15,13,33,1,14,0,62,10,4,0,0,0,59,0,0,6,0,6,3,0,0,0,0,0,2,0,2017,POINT (-72.950838 41.260554)
,,CCNH,The Summit at Plantsville,(860) 628-0364,261 Summit Street,Plantsville,HARTFORD,CT,For Profit,true,true,150,150,148,0,0,535,513,,,,,148,0,0,0,0,6,15,23,31,54,19,0,51,97,0,32,24,73,0,19,0,141,2,5,0,0,0,117,0,0,0,0,7,6,6,0,0,0,0,12,0,2018,POINT (-72.89307 41.591965)
,,CCNH,Chamberlain Healthcare,(203) 375-5894,7003 Main Street,Stratford,FAIRFIELD,CT,For Profit,true,false,60,60,46,0,0,504,457,,,,,46,0,0,0,0,1,4,16,14,10,1,0,19,27,0,16,4,14,0,12,0,28,4,0,0,0,14,0,0,0,0,0,25,11,0,0,0,0,6,4,0,2017,POINT (-73.100682 41.251009)
,,CCNH,Farmington Rehab Center LLC/dba Amberwoods,(860) 677-1671,416 Colt Highway,Farmington,HARTFORD,CT,For Profit,true,true,130,130,101,0,0,423.55,395,,,,,101,0,0,0,1,2,8,25,32,27,6,0,47,54,0,22,26,34,0,19,0,86,5,8,0,1,1,62,0,0,3,0,6,1,21,0,0,0,0,8,0,2017,POINT (-72.801542 41.715385)
75412,2197C,CCNH,Chamberlain Healthcare,(203) 375-5894,7003 Main Street,Stratford,FAIRFIELD,CT,For Profit,true,false,60,60,50,0,0,535,485,,,,,50,0,0,0,0,2,5,7,22,14,0,0,23,27,0,20,4,20,2,4,0,38,5,0,0,0,7,0,0,0,0,0,17,25,0,0,0,0,5,3,0,2019,POINT (-73.100682 41.251009)
,,CCNH,Riverside Health and Rehabilitation Center,(860) 289-2791,745 Main Street,East Hartford,HARTFORD,CT,For Profit,true,true,345,345,310,0,0,436,416,,,,,310,0,1,2,5,20,52,67,90,59,14,0,129,181,0,37,144,66,7,56,0,128,58,52,0,3,69,256,0,0,12,0,19,9,0,0,0,0,5,9,0,2016,POINT (-72.64546 41.766505)
,,CCNH,RegalCare at New Haven,(203) 907-3550,181 Clifton Street,New Haven,NEW_HAVEN,CT,For Profit,true,true,150,150,132,0,0,382,328,311,,,,132,0,0,1,3,10,41,40,25,12,0,0,78,54,0,7,70,17,4,34,0,74,38,19,0,0,1,116,0,0,2,0,13,0,0,0,0,0,0,1,0,2017,POINT (-72.878853 41.309366)
,,CCNH,"Rose Haven, Ltd.",(860) 567-9475,P.O. Box 157,Litchfield,LITCHFIELD,CT,For Profit,true,true,25,25,23,0,0,428.5,415.5,374.5,,,,23,0,0,0,0,0,2,3,9,8,1,0,11,12,0,9,2,9,0,3,0,20,0,0,0,0,3,5,0,0,4,8,3,0,0,0,0,0,0,3,0,2013,
,,CCNH,Hancock Hall,(203) 794-9466,31 Staples Street,Danbury,FAIRFIELD,CT,For Profit,true,true,96,96,87,0,0,510,480,,,,,87,0,0,0,0,0,1,1,17,48,20,0,15,72,0,2,7,73,0,5,0,86,0,1,0,0,0,63,0,0,2,0,6,0,0,0,0,2,1,13,0,2017,POINT (-73.47369 41.39683)
,,CCNH,"Kettle Brook Care Center, dba Fresh River Healthcare",(860) 623-9846,96 Prospect Hill Road,East Windsor,HARTFORD,CT,For Profit,true,true,140,140,134,0,0,457,428,,,,,134,0,0,3,4,15,39,35,27,11,0,0,71,63,0,16,59,27,1,31,0,104,19,9,0,1,1,123,0,0,1,0,0,0,0,0,0,0,3,1,6,2017,POINT (-72.606229 41.925372)
,,CCNH,West River Rehabilitation Center,(203) 876-5123,245 Orange Avenue,Milford,NEW_HAVEN,CT,For Profit,true,true,120,120,114,0,0,564.2,495.83,,,,,114,0,0,0,0,2,6,12,13,46,35,0,31,83,0,9,16,62,0,27,0,106,3,2,0,2,1,84,0,0,4,0,14,3,0,0,0,0,1,8,0,2017,POINT (-73.050224 41.237712)
,,CCNH,Sharon Health Care Center,(860) 364-1002,27 Hospital Hill Road,Sharon,LITCHFIELD,CT,For Profit,true,true,88,88,87,0,0,435,420,,,,,87,0,0,0,0,0,5,16,26,29,11,0,25,62,0,25,10,41,0,11,0,81,5,0,1,0,0,43,15,0,5,1,16,1,0,0,0,0,0,6,0,2013,POINT (-73.480208 41.879551)
,,CCNH,Beacon Brook Health Center,(203) 729-9889,89 Weid Drive,Naugatuck,NEW_HAVEN,CT,For Profit,true,true,126,126,123,0,0,467,452,,,,,123,0,0,0,0,4,8,15,40,36,20,0,35,88,0,15,14,77,1,16,0,113,8,2,0,0,0,95,0,0,1,0,16,7,0,0,0,0,1,3,0,2014,POINT (-73.031936 41.469642)
75353,2431,CCNH,Jewish Senior Services,(203) 365-6400,4200 Park Avenue,Bridgeport,FAIRFIELD,CT,Non-profit,true,true,294,294,283,0,0,575,,,,,,283,0,0,0,0,0,10,15,66,137,55,0,60,223,0,64,18,168,0,33,0,276,5,2,0,0,0,191,0,0,5,0,22,11,4,0,0,0,0,50,0,2019,POINT (-73.23149 41.212038)
,,CCNH,Fox Hill Center,(860) 875-0771,1253 Hartford Turnpike,Vernon,TOLLAND,CT,For Profit,true,true,150,150,111,0,0,435,400,380,,,,111,0,0,0,0,0,9,25,22,49,6,0,32,79,0,16,20,47,1,27,0,106,2,1,1,1,0,80,0,0,3,0,10,8,0,0,0,0,0,10,0,2017,POINT (-72.434371 41.858421)
,,CCNH,Apple Rehab of Rocky Hill,(860) 529-8661,45 Elm Street,Rocky Hill,HARTFORD,CT,For Profit,true,true,119,119,85,0,0,430,386,,,,,85,0,0,0,0,3,3,14,21,29,15,0,23,62,0,18,14,42,2,9,0,70,6,5,0,0,4,58,0,0,7,0,10,1,0,0,0,0,0,9,0,2018,POINT (-72.641595 41.664617)
,,CCNH,St. Camillus Center,(203) 325-0200,494 Elm Street,Stamford,FAIRFIELD,CT,For Profit,true,true,124,124,120,0,0,512,457,,,,,120,0,0,0,0,3,7,18,32,45,15,0,28,92,0,21,32,45,0,20,2,66,39,13,1,1,0,92,0,0,6,0,13,2,0,0,0,0,0,3,4,2013,POINT (-73.526723 41.049972)
,,CCNH,"Aurora Senior Living of East Hartford, LLC",(860) 568-7520,51 Applegate Lane,East Hartford,HARTFORD,CT,For Profit,true,true,145,145,119,0,0,405,381,,,,,119,0,1,1,6,16,37,25,19,12,2,0,58,61,0,20,51,18,0,30,0,75,22,18,0,4,0,96,0,0,5,0,10,3,0,0,0,1,0,3,1,2013,POINT (-72.60967 41.766425)
,,CCNH,St. Mary Home,(860) 570-8418,2021 Albany Avenue,West Hartford,HARTFORD,CT,Non-profit,true,true,256,256,235,0,0,491,469,446,,,,235,0,0,0,4,3,14,31,68,85,30,0,71,164,0,24,32,161,0,18,0,172,44,16,0,2,1,107,0,0,54,0,23,10,0,0,0,0,2,25,14,2018,POINT (-72.726476 41.786082)
,,CCNH,Cassena Care Norwalk,(203) 853-0010,23 Prospect Avenue,Norwalk,FAIRFIELD,CT,For Profit,true,true,150,150,134,0,0,475,427,,,,,134,0,0,0,2,8,31,41,34,17,1,0,67,67,0,16,56,27,1,33,1,82,35,14,1,1,1,106,0,0,8,0,14,0,0,0,0,0,1,5,0,2015,POINT (-73.422102 41.114044)
,,CCNH,St. Mary Home,(860) 570-8200,2021 Albany Avenue,West Hartford,HARTFORD,CT,Non-profit,true,true,256,256,250,0,0,447,406,,,,,250,0,0,0,0,2,11,25,63,117,32,0,57,193,0,44,100,89,1,16,0,207,24,10,0,2,7,160,0,0,13,0,23,4,0,0,0,0,0,49,1,2013,POINT (-72.726476 41.786082)
,,CCNH,Golden Hill Rehab Pavilion,(203) 877-0371,2028 Bridgeport Avenue,Milford,NEW_HAVEN,CT,For Profit,true,true,121,121,60,0,0,433.15,417.87,396.46,,,,60,0,0,0,0,1,6,14,15,17,7,0,18,42,0,11,12,28,1,8,0,50,10,0,0,0,0,50,0,0,0,0,4,1,0,0,0,0,0,2,3,2016,POINT (-73.066793 41.21709)
,,CCNH,Harbor Village North,(860) 447-1416,78 Viets Street,New London,NEW_LONDON,CT,For Profit,true,true,128,128,117,0,0,436,425,362,,,,117,0,0,0,1,6,30,32,37,10,1,0,53,64,0,27,35,15,19,21,0,86,12,13,0,1,5,94,0,0,8,0,3,1,0,0,1,0,0,6,4,2018,POINT (-72.11074 41.338131)
,,CCNH,Shady Knoll Health Center,(203) 881-2555,41 Skokorat Street,Seymour,NEW_HAVEN,CT,For Profit,true,true,128,128,125,0,0,551,541,,,,,125,0,0,0,2,2,13,23,36,39,10,0,50,75,0,36,21,41,1,26,0,71,4,3,0,1,46,87,0,0,7,0,7,3,16,0,0,0,0,5,0,2018,POINT (-73.055532 41.401644)
,,CCNH,Watertown Convalarium,(860) 274-6748,560 Woodbury Road,Watertown,LITCHFIELD,CT,For Profit,true,true,46,46,41,0,0,380,350,,,,,41,0,0,0,0,0,0,1,7,26,7,0,9,32,0,9,2,27,0,3,0,41,0,0,0,0,0,32,0,0,0,0,3,0,0,0,0,0,0,6,0,2015,POINT (-73.138173 41.60198)
75196,2436,CCNH,Harbor Village North,(860) 447-1416,78 Viets Street,New London,NEW_LONDON,CT,For Profit,true,true,128,128,122,0,0,436,425,362,,,,122,0,0,0,2,6,37,35,33,7,2,0,60,62,0,21,35,25,14,27,0,94,15,12,0,0,1,101,0,0,6,0,7,2,0,0,0,1,0,5,0,2019,POINT (-72.11074 41.338131)
,,CCNH,Candlewood Valley Health & Rehabilitation Center,(860) 355-0971,30 Park Lane east,New Milford,LITCHFIELD,CT,For Profit,true,true,148,148,140,0,0,,407,,,,,140,0,0,0,0,1,3,16,41,68,11,0,46,94,0,44,10,61,2,23,0,135,2,1,0,1,1,82,0,0,6,0,22,2,0,0,0,1,4,23,0,2013,POINT (-73.401447 41.59753)
75280,2405,CCNH,Westport Rehabilitation Complex,(203) 226-4201,1 Burr Road,Westport,FAIRFIELD,CT,For Profit,true,true,99,99,70,0,0,561.19,503.83,,,,,70,0,0,1,0,2,17,19,14,13,4,0,37,32,1,20,14,15,4,16,1,42,19,7,0,1,1,57,0,0,5,0,7,0,0,0,0,0,0,0,1,2019,POINT (-73.367176 41.136945)
,,CCNH,Waveny Care Center,(203) 594-5200,3 Farm Road,New Canaan,FAIRFIELD,CT,Non-profit,true,true,76,76,75,0,0,540,497,,,,,75,0,0,0,0,1,0,3,20,40,11,0,20,55,0,24,5,41,0,5,0,73,1,0,0,1,0,34,0,0,3,0,11,0,0,0,0,0,0,27,0,2014,POINT (-73.493667 41.128529)
,,CCNH,St. Joseph's Residence,(860) 741-0791,1365 Enfield Street,Enfield,HARTFORD,CT,Non-profit,true,true,25,25,25,0,0,300,,,,,,25,0,0,0,0,0,0,0,4,12,9,0,3,22,0,2,4,19,0,0,0,25,0,0,0,0,0,22,0,0,0,0,2,0,0,0,0,0,0,1,0,2014,POINT (-72.592407 41.972614)
,,CCNH,Douglas Manor,(860) 423-4636,103 North Road,Windham,WINDHAM,CT,For Profit,true,true,90,90,73,0,0,420,398,,,,,73,0,0,0,0,0,0,11,18,38,6,0,15,58,0,7,11,49,0,6,0,69,1,3,0,0,0,46,0,0,3,0,7,4,0,0,0,0,0,13,0,2017,POINT (-72.163347 41.705233)
,,CCNH,Parkville Care Center,(860) 236-2901,5 Greenwood Street,Hartford,HARTFORD,CT,For Profit,true,true,150,150,146,0,0,415,365,,,,,146,0,0,1,2,10,27,42,42,20,2,0,73,73,0,14,82,25,0,25,0,27,29,79,1,3,7,116,0,0,15,0,4,3,2,0,0,0,2,2,2,2015,POINT (-72.709971 41.754837)
,,CCNH,"Ledgecrest Health Care Center, Inc.",(860) 828-0583,154 Kensington Road,Kensington,HARTFORD,CT,For Profit,true,true,60,60,50,0,0,415,395,335,,,,50,0,0,0,0,0,6,2,7,28,7,0,12,38,0,7,3,36,0,4,0,46,1,3,0,0,0,35,0,0,5,0,2,0,0,0,1,0,1,6,0,2013,POINT (-72.769758 41.629581)
,,CCNH,Cherry Brook Health Care Center,(860) 693-7777,102 Dyer Avenue,Collinsville,HARTFORD,CT,Non-profit,true,true,100,100,98,0,0,441,429,,,,,98,0,0,0,0,3,5,9,23,48,10,0,27,71,0,15,5,75,0,3,0,95,1,2,0,0,0,66,0,0,5,0,8,1,0,0,0,0,3,15,0,2013,POINT (-72.919257 41.83171500000001)
,,CCNH,Abbott Terrace Health Center,(203) 755-4870,44 Abbott Terrace,Waterbury,NEW_HAVEN,CT,For Profit,true,true,205,205,193,0,0,512,492,,,,,193,0,0,1,2,7,30,36,51,56,10,0,77,116,0,36,60,70,0,27,0,115,50,22,0,2,4,164,0,0,7,0,14,7,0,0,0,0,0,1,0,2016,POINT (-73.038022 41.556464)
,,CCNH,Glen Hill Center,(203) 744-2840,1 Glen Hill Road,Danbury,FAIRFIELD,CT,For Profit,true,true,100,100,95,0,0,503,451,,,,,95,0,0,0,0,1,5,15,27,36,11,0,27,68,0,20,11,45,3,16,0,89,3,2,0,0,1,45,0,0,6,0,26,8,0,0,0,0,0,10,0,2018,POINT (-73.449309 41.414466)
,,CCNH,Autumn Lake Healthcare at New Britain,(860) 612-6010,400 Brittany Farms Road,New Britain,HARTFORD,CT,For Profit,true,true,282,282,241,0,0,370,345,330,,,,241,0,0,3,2,19,34,58,46,66,13,0,86,155,0,49,77,66,2,47,0,171,26,38,0,2,4,191,0,0,2,0,23,5,0,0,0,0,0,20,0,2017,POINT (-72.768712 41.712681)
,,CCNH,"Gardner Heights Health Care Center, Inc.",(203) 929-1481,172 Rocky Rest Road,Shelton,FAIRFIELD,CT,For Profit,true,true,130,130,95,0,0,399,370,340,,,,95,0,0,0,0,0,9,25,24,25,12,0,28,67,0,16,16,54,0,9,0,80,9,5,0,0,1,77,0,0,7,0,0,5,0,0,0,0,0,6,0,2016,POINT (-73.095187 41.286437)
,,CCNH,Cassena Care of Stamford,(203) 351-8323,53 Courtland Avenue,Stamford,FAIRFIELD,CT,For Profit,true,true,156,156,149,0,0,500,465,,,,,149,0,0,0,0,8,18,32,45,38,8,0,53,96,0,44,32,52,0,21,0,89,49,8,0,2,1,102,0,0,4,0,23,2,2,0,0,0,5,8,3,2015,POINT (-73.514114 41.060582)
,,CCNH,Evergreen Woods Health Center,(203) 483-3231,88 Notch Hill Road,North Branford,NEW_HAVEN,CT,For Profit,true,false,50,50,49,0,0,425,365,,,,,49,0,0,0,0,0,0,1,4,36,8,0,5,44,0,8,0,39,0,2,0,49,0,0,0,0,0,0,0,0,0,0,7,2,0,33,0,0,0,7,0,2015,POINT (-72.751087 41.317083)
75354,2324,CCNH,Saint John Paul II Center,(203) 797-9300,33 Lincoln Avenue,Danbury,FAIRFIELD,CT,For Profit,true,true,141,141,133,0,0,420,395,,,,,133,0,0,0,0,2,12,25,27,65,2,0,48,85,0,32,26,45,0,30,0,114,7,10,0,2,0,114,0,0,0,0,10,3,0,0,0,0,0,6,0,2019,POINT (-73.454729 41.384584)
,,CCNH,Long Ridge Post-Acute Care,(203) 329-4026,710 Long Ridge Road,Stamford,FAIRFIELD,CT,For Profit,true,true,120,120,114,0,0,568.24,506.17,,,,,114,0,0,1,0,4,13,18,35,33,10,0,34,80,0,18,34,44,3,15,0,71,36,6,0,1,0,82,0,0,5,0,12,7,3,0,0,0,1,4,0,2017,POINT (-73.563222 41.095003)
,,CCNH,"Glastonbury Health Care Center, Inc.",(860) 659-1905,1175 Hebron Avenue,Glastonbury,HARTFORD,CT,For Profit,true,true,105,105,101,0,0,538,513,491,,,,101,0,0,0,0,2,3,10,24,48,14,0,31,70,0,19,10,59,3,10,0,93,3,5,0,0,0,66,0,0,6,0,16,4,0,0,0,0,3,6,0,2017,POINT (-72.565754 41.71823)
,,CCNH,Apple Rehab of Rocky Hill,(860) 529-8661,45 Elm Street,Rocky Hill,HARTFORD,CT,For Profit,true,true,120,120,84,0,0,430,386,,,,,84,0,0,0,0,4,5,12,14,29,20,0,25,59,0,17,16,39,1,11,0,72,2,2,0,0,8,52,0,0,6,0,11,4,0,0,0,0,6,2,3,2015,POINT (-72.641595 41.664617)
,,CCNH,Bishop Wicke Health Center,(203) 929-5321,584 Long Hill Avenue,Shelton,FAIRFIELD,CT,Non-profit,true,true,120,120,100,0,0,440,415,,,,,100,0,0,0,0,1,1,7,19,62,10,0,17,83,0,16,3,72,1,8,0,98,0,2,0,0,0,60,0,0,6,0,23,7,0,0,0,0,0,4,0,2013,POINT (-73.098403 41.281872)
,,CCNH,Apple Rehab Farmington Valley,(860) 747-1637,269 Farmington Avenue,Plainville,HARTFORD,CT,For Profit,true,true,160,160,117,0,0,443,417,,,,,117,0,0,0,3,5,4,13,32,52,8,0,33,84,0,26,13,66,0,12,0,109,4,4,0,0,0,60,0,0,3,0,26,12,0,0,0,0,0,9,7,2014,POINT (-72.852841 41.685968)
,,CCNH,Masonicare Health Center,(203) 679-5900,22 Masonic Avenue,Wallingford,NEW_HAVEN,CT,Non-profit,true,true,375,375,368,0,0,475,419,395,,,,368,0,0,0,0,1,10,31,82,186,58,0,98,270,0,99,33,203,0,33,0,345,10,0,0,0,13,249,0,0,14,0,79,2,0,0,0,0,7,17,0,2015,POINT (-72.836586 41.460698)
,,CCNH,Pendleton Health and Rehabilitation Center,(860) 572-1700,44 Maritime Drive,Mystic,NEW_LONDON,CT,For Profit,true,true,120,120,114,0,0,414.5,361.5,,,,,114,0,0,2,0,5,17,19,34,31,6,0,49,65,0,28,28,49,0,9,0,107,5,1,0,1,0,65,0,0,0,0,26,9,4,0,0,0,5,1,4,2013,POINT (-71.950839 41.369335)
,2366,CCNH,Yale Health In-Patient Care,(203) 432-0004,"55 Lock Street, P.O. Box 208237",New Haven,NEW_HAVEN,CT,Non-profit,false,false,2,2,1,0,0,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2019,POINT (-72.928332 41.31551)
,,CCNH,Countryside Manor of Bristol,(860) 583-8483,1660 Stafford Avenue,Bristol,HARTFORD,CT,For Profit,true,true,90,90,86,0,0,477,456,,,,,86,0,0,0,0,3,4,10,19,39,11,0,20,66,0,14,19,36,0,17,0,83,1,2,0,0,0,75,0,0,1,0,4,3,0,0,0,0,0,3,0,2016,POINT (-72.91463 41.721245)
,,CCNH,"Leeway, Inc.",(203) 865-0068,40 Albert Street,New Haven,NEW_HAVEN,CT,Non-profit,true,true,30,30,27,0,0,450,,,,,,27,0,0,1,1,11,10,3,1,0,0,0,20,7,0,2,16,2,0,7,0,8,16,3,0,0,0,24,0,0,0,0,2,1,0,0,0,0,0,0,0,2014,POINT (-72.89634 41.326544)
,,CCNH,Geer Nursing and Rehabilitation Center,(860) 824-3868,99 South Canaan Road,Canaan,LITCHFIELD,CT,Non-profit,true,true,120,120,106,0,0,524.44,447.16,,,,,106,0,0,0,0,0,2,15,39,39,11,0,37,69,0,21,8,60,0,17,0,106,0,0,0,0,0,59,0,0,13,0,10,3,0,0,0,1,1,19,0,2018,POINT (-73.33247100000001 42.016475)
,,CCNH,Whispering Pines Rehabilitation and Nursing Center LLC,(203) 469-2316,38 Talmadge Avenue,East Haven,NEW_HAVEN,CT,For Profit,true,true,90,90,79,0,0,375,345,,,,,79,0,0,0,0,0,4,9,25,27,14,0,21,58,0,20,3,43,0,13,0,72,4,2,0,1,0,66,0,0,1,0,1,1,0,0,0,0,0,6,4,2015,POINT (-72.86361 41.263459)
,,CCNH,"Leeway, Inc.",(203) 865-0068,40 Albert Street,New Haven,NEW_HAVEN,CT,Non-profit,true,true,30,30,25,0,0,450,,,,,,25,0,0,3,3,9,9,1,0,0,0,0,21,4,0,1,19,1,0,4,0,6,14,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,POINT (-72.89634 41.326544)
,,CCNH,Kimberly Hall South,(860) 688-6443,One Emerson Drive,Windsor,HARTFORD,CT,For Profit,true,true,132,132,94,0,0,388,370,343,,,,94,0,0,0,0,3,12,29,24,22,4,0,36,58,0,19,21,27,2,25,0,51,37,3,1,2,0,66,0,0,0,0,18,8,0,0,0,0,0,2,0,2017,
,,CCNH,"Leeway, Inc.",(203) 865-0068,40 Albert Street,New Haven,NEW_HAVEN,CT,Non-profit,true,true,30,30,30,0,0,450,,,,,,30,0,1,1,1,8,13,6,0,0,0,0,25,5,0,3,22,1,2,2,0,8,13,9,0,0,0,29,0,0,0,0,1,0,0,0,0,0,0,0,0,2017,POINT (-72.89634 41.326544)
,,CCNH,Milford Health and Rehabilitlation Center,(203) 878-5958,195 Platt Street,Milford,NEW_HAVEN,CT,For Profit,true,true,120,120,108,0,0,500,435,,,,,108,0,0,0,0,2,1,9,37,49,10,0,28,80,0,12,13,76,0,7,0,103,1,1,0,3,0,59,0,0,7,0,19,5,0,0,0,0,1,17,0,2013,POINT (-73.019075 41.212196)
75109,2439,CCNH,Hebrew Center for Health and Rehabilitation,(860) 523-3800,One Abrahms Boulevard,West Hartford,HARTFORD,CT,For Profit,true,true,257,257,230,0,0,469,450,,,,,230,0,0,1,2,5,22,38,73,56,33,0,92,138,0,44,33,65,2,38,48,113,52,18,0,1,46,165,0,0,19,0,11,12,14,0,0,0,9,0,0,2019,
,,CCNH,Green Springs Healthcare and Rehabilitation Center,(860) 568-7520,51 Applegate Lane,East Hartford,HARTFORD,CT,For Profit,true,true,150,150,97,0,0,405,381,,,,,97,0,1,1,3,12,27,23,19,8,3,0,48,49,0,20,51,20,0,6,0,62,20,10,0,5,0,82,0,0,7,0,4,0,0,0,0,2,0,1,1,2014,POINT (-72.60967 41.766425)
