FACID,FACILITY_TYPE,LIC#,LICENSED_NAME,ALPHA_NAME,ADDRESS,FAC_ADDR_2,FAC_CITY,FAC_ST,ZIP,CSZ,COUNTY,TELEPHONE,FAXPHONE,FACEMAIL,LIC_EXPIRES,LICENSED_OWNER,OWNADDR,owncsz,OwnDesc,ADMIN,TITLE,RunDate,HospBedTotal
NJ31C0001141,AMBULATORY SURGICAL CENTER,22900,AMBULATORY SURGERY CENTER AT OLD BRIDGE,AMBULATORY SURGERY CENTER AT OLD BRIDGE,"400 PERRINE ROAD, SUITE 408", ,OLD BRIDGE,NJ,08857,"OLD BRIDGE, NJ  08857",MIDDLESEX,(732) 553-9222,(732) 721-0828,ssamramd@aol.com,3/31/2021,"AMBULATORY SURGERY CENTER AT OLD BRIDGE, L.L.C.","400 PERRINE ROAD, SUITE 412","OLD BRIDGE, NJ  08857",Profit - LLC,. NICHOLAS BUFANO,,6/17/2020,
NJ24381,AMBULATORY SURGICAL CENTER,24381,AMBULATORY SURGERY CENTER AT VIRTUA WASHINGTON TWP,AMBULATORY SURGERY CENTER AT VIRTUA WASHINGTON TWP,"239 HURFVILLE-CROSSKEYS ROAD, SUITE 180", ,SEWELL,NJ,08080,"SEWELL, NJ  08080",GLOUCESTER,(856) 341-8262,(856) 341-8296,lbarca@VIRTUA.ORG,6/30/2021,AMBULATORY SURGERY CENTER AT VIRTUA WASHINGTON TWP,"239 HURFVILLE-CROSSKEYS ROAD, SUITE 180","SEWELL, NJ  08080",Profit - Partnership,Ms. LISA BARCA,R.N.,6/17/2020,
NJR24487,SURGICAL PRACTICE,R24487,AMBULATORY SURGICAL CENTER AT BASKING RIDGE,AMBULATORY SURGICAL CENTER AT BASKING RIDGE,140 ALLEN ROAD, ,BASKING RIDGE,NJ,07920,"BASKING RIDGE, NJ  07920",SOMERSET,(908) 604-7800,(973) 290-8370,rscott@manj.com,5/31/2020,"AMBULATORY SURGICAL CENTER AT BASKING RIDGE, L.L.C",140 ALLEN ROAD,"BASKING RIDGE, NJ  07920",Profit - LLC,Dr. RICHARD SCOTT,,6/17/2020,
NJR24612,SURGICAL PRACTICE,R24612,AMBULATORY SURGICAL CENTER AT BASKING RIDGE L.L.C.,AMBULATORY SURGICAL CENTER AT BASKING RIDGE LLC,81 VERONICA AVENUE, ,SOMERSET,NJ,08873,"SOMERSET, NJ  08873",SOMERSET,(973) 871-1229,(973) 871-1226,ccetnar@ivirma.com,8/31/2020,AMBULATORY SURGICAL CENTER AT BASKING RIDGE LLC,81 VERONICA AVENUE,"SOMERSET, NJ  08873",Profit - LLC,Ms. CECELIA CETNAR,R.N.,6/17/2020,
NJR24667,SURGICAL PRACTICE,R24667,"AMBULATORY SURGICAL CENTER OF ENGLEWOOD, LLC","AMBULATORY SURGICAL CENTER OF ENGLEWOOD, LLC",25 ROCKWOOD PLACE #105, ,ENGLEWOOD,NJ,07631,"ENGLEWOOD, NJ  07631",BERGEN,(917) 678-0079,(201) 548-5048,JAMIEGUTI@ME.COM,6/30/2020,"AMBULATORY SURGICAL CENTER OF ENGLEWOOD, LLC","25 ROCKWOOD PLACE, SUITE 105","ENGLEWOOD, NJ  07631",Profit - LLC,Dr. JAIME GUTIERREZ,,6/17/2020,
NJ90053,AMBULATORY SURGICAL CENTER,R24540,"AMBULATORY SURGICAL CENTER OF NEW JERSEY, LLC","AMBULATORY SURGICAL CENTER OF NEW JERSEY, LLC",5 PROGRESS STREET-SUITE 2, ,EDISON,NJ,08820,"EDISON, NJ  08820",MIDDLESEX,(908) 755-9671,(908) 755-9675,ascofnj@msn.com,5/31/2021,"AMBULATORY SURGICAL CENTER OF NEW JERSEY, LLC","5 PROGRESS STREET, SUITE 2","EDISON, NJ  08820",Profit - LLC,Ms. THERESA DOYLE,,6/17/2020,
NJR25143,,R25143,"AMBULATORY SURGICAL CENTER OF POMPTON LAKES, LLC","AMBULATORY SURGICAL CENTER OF POMPTON LAKES, LLC",111 WANAQUE AVENUE, ,POMPTON LAKES,NJ,07442,"POMPTON LAKES, NJ  07442",PASSAIC,(862) 330-3300,(975) 968-6660,,1/31/2021,"AMBULATORY SURGICAL CENTER OF POMPTON LAKES, LLC",111 WANAQUE AVENUE,"POMPTON PLAINS, NJ  07442",,Dr. IRFAN ALLADIN,,6/17/2020,
NJ24257,AMBULATORY SURGICAL CENTER,24257,AMBULATORY SURGICAL CENTER OF SOMERSET,AMBULATORY SURGICAL CENTER OF SOMERSET,"1081 ROUTE 22 W, SUITE 200", ,BRIDGEWATER,NJ,08807,"BRIDGEWATER, NJ  08807",SOMERSET,(908) 809-1000,(908) 809-1012,jmckibben@ascsomerset.com,6/30/2020,AMBULATORY SURGICAL CENTER OF SOMERSET,"1081 ROUTE 22 W, SUITE 200","BRIDGEWATER, NJ  08807",Profit - Corporation,Ms. JOAN MCKIBBEN,,6/17/2020,
NJ24098,AMBULATORY SURGICAL CENTER,24098,"AMBULATORY SURGICAL CENTER OF SOMERVILLE, LLC",SOMERSET AMBULATORY SURGICAL CENTER,1 ROUTE 206, ,SOMERVILLE,NJ,08876,"SOMERVILLE, NJ  08876",SOMERSET,(908) 393-8360,(908) 393-8375,lpecora@fuspi.com,3/31/2021,"AMBULATORY SURGICAL CENTER OF SOMERVILLE, LLC",1 ROUTE 206,"SOMERVILLE, NJ  08876",Profit - LLC,. DAVID ABRUTYN,,6/17/2020,
NJ1246,AMBULATORY SURGICAL CENTER,24670,AMBULATORY SURGICAL PAVILION AT ROBERT WOOD JOHNSON,AMBULATORY SURGICAL PAVILION AT ROBERT WOOD JOHNSO,"10 PLUM STREET, FOURTH FLOOR", ,NEW BRUNSWICK,NJ,08901,"NEW BRUNSWICK, NJ  08901",MIDDLESEX,(732) 289-9100,(732) 289-9130,econvery@asprwj.com,6/30/2020,AMBULATORY SURGICAL PAVILION AT ROBERT W. JOHNSON,,",   ",Profit - LLC,Ms. ELIZABETH CONVERY,R.N.,6/17/2020,
NJ24824,AMBULATORY SURGICAL CENTER,24824,AMBULATORY SURGICAL PAVILION OF NEW JERSEY,AMBULATORY SURGICAL PAVILION OF NEW JERSEY,600 S WHITE HORSE PIKE, ,HAMMONTON,NJ,08037,"HAMMONTON, NJ  08037",ATLANTIC,(609) 878-3348,(973) 968-6660,samrahat@ascbsc.com,12/31/2020,AMBULATORY SURGICAL PAVILION OF NJ,600 SO WHITE HORSE PIKE,"HAMMONTON, NJ  08038",,Mr. SAM RAHAT,,6/17/2020,
NJ317047,HOME HEALTH AGENCY,70202,AMEDISYS HOME HEALTH,AMEDISYS HOME HEALTH,"21 MAIN STREET, SUITE 252", ,HACKENSACK,NJ,07601,"HACKENSACK, NJ  07601",BERGEN,(201) 342-6311,(201) 678-9670,4201@amedisys.com,3/31/2021,"AMEDISYS NEW JERSEY, L.L.C.","3854 AMERICAN WAY, SUITE A","BATON ROUGE, LA  70816",Profit - LLC,Ms. SUSAN REYES,,6/17/2020,
NJ22614,HOSPICE CARE PROGRAM,22614,AMEDISYS HOSPICE,AMEDISYS HOSPICE,"21 MAIN STREET, SUITE 253", ,HACKENSACK,NJ,07601,"HACKENSACK, NJ  07601",BERGEN,(201) 342-7766,(201) 487-1982,4203@amedisys.com,1/31/2021,"AMEDISYS NEW JERSEY, L.L.C.","3854 AMERICAN WAY, SUITE A","BATON ROUGE, LA  70816",Profit - LLC,Ms. SHERIA BELTON,,6/17/2020,
NJ23288,AMBULATORY SURGICAL CENTER,23288,AMERICAN ACCESS CARE OF NEW JERSEY,AMERICAN ACCESS CARE OF NEW JERSEY,"207 KING HIGHWAY SOUTH, SUITE 2", ,CHERRY HILL,NJ,08034,"CHERRY HILL, NJ  08034",CAMDEN,(856) 616-8600,(856) 616-8601,allen.marcu@azuracare.com,9/30/2020,"AMERICAN ACCESS CARE OF NEW JERSEY, LLC",207 S KING HIGHWAY,"CHERRY HILL, NJ  08034",Profit - LLC,Ms. DENISE MC DONALD,,6/17/2020,
NJ23951,AMBULATORY CARE FACILITY,23951,"AMERICAN IMAGING OF UNION CITY, L.L.C.",AMERICAN IMAGING OF UNION CITY,120-152 48TH STREET, ,UNION CITY,NJ,07087,"UNION CITY, NJ  07087",HUDSON,(201) 330-1606,(201) 330-7622,,10/31/2020,HUDSON RIVER RADIOLOGY CENTER LLC,120-152 48TH STREET,"UNION CITY, NJ  07087",Profit - Individual,Mr. VICTOR TAMBINI,,6/17/2020,
NJ25106,AMBULATORY CARE FACILITY,25106,AMI ATLANTICARE,AMI ATLANTICARE,517 ROUTE 72 WEST, ,MANAHAWKIN,NJ,08050,"MANAHAWKIN, NJ  08050",OCEAN,(609) 568-9149,          ,jgorgol2aminj.com,5/31/2021,"AMI ATLANTICARE, L.L.C.","72 W. JIMMIE LEEDS ROAD, STOCKTON MB, SUITE 1100","GALLOWAY, NJ  08205",Profit - LLC,Ms. ROXANNE RIEBEL,,6/17/2020,
NJ24383,AMBULATORY CARE FACILITY,24383,AMI ATLANTICARE,AMI ATLANTICARE,219 N WHITE HORSE PIKE, ,HAMMONTON,NJ,08037,"HAMMONTON, NJ  08037",ATLANTIC,(609) 878-9729,(609) 561-1758,gackerman@atlanticmedicalimaging.com,11/30/2020,"AMI ATLANTICARE, L.L.C.","72 W. JIMMIE LEEDS ROAD, STOCKTON MB, SUITE 1100","GALLOWAY, NJ  08205",Profit - LLC,Ms. KATHERINE BOURGKOIS,,6/17/2020,
NJ25134,HOSPICE CARE BRANCH,25134,ANGELIC HOSPICE,ANGELIC HOSPICE,"1050 MANTUA PIKE, 1ST FLOOR", ,WENONAH,NJ,08090,"WENONAH, NJ  08090",GLOUCESTER,(609) 822-7979,          ,,10/31/2020,ATLANTIC HOSPICE INC.,"8025 BLACK HORSE PIKE, SUITE 501","WEST ATLANTIC CITY, NJ  08232",,Mr. DANIEL MIKUS,,6/17/2020,
NJ24763,HOSPICE CARE PROGRAM,24763,ANGELIC HOSPICE,ANGELIC HOSPICE,"8025 BLACK HORSE PIKE, SUITE 501", ,WEST ATLANTIC CITY,NJ,08232,"WEST ATLANTIC CITY, NJ  08232",ATLANTIC,(609) 822-7979,(609) 822-7980,dmikus@angelichospice.net,5/31/2021,ATLANTIC HOSPICE INC.,"8025 BLACK HORSE PIKE, SUITE 501","WEST ATLANTIC CITY, NJ  08232",,Mr. DANIEL MIKUS,,6/17/2020,
NJ11201,GENERAL ACUTE CARE HOSPITAL,11201,ANTHONY M. YELENCSICS COMMUNITY HOSPITAL,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,65 JAMES STREET, ,EDISON,NJ,08818,"EDISON, NJ  08818",MIDDLESEX,(732) 321-7000,(732) 549-8532,Amie.Thornton@hackensackmeridian.org,4/30/2021,"THE COMMUNITY HOSPITAL GROUP, INC JFK MEDICAL CTR",65 JAMES STREET,"EDISON, NJ  08820",Non-Profit - Hospital,Ms. AMIE THORNTON,Acting Admin,6/17/2020,405
NJ23182,AMBULATORY SURGICAL CENTER,23182,AP SURGERY CENTER,AP SURGERY CENTER,1692 OAK TREE ROAD, ,EDISON,NJ,08820,"EDISON, NJ  08820",MIDDLESEX,(732) 635-9729,(732) 906-7801,apsurgery1692@yahoo.com,3/31/2021,AP SURGERY CENTER,1692 OAKTREE ROAD,"EDISON, NJ  08820",,Mr. MUMTAZ BODLA,,6/17/2020,
NJR24515,SURGICAL PRACTICE,R24515,APPLE SURGICAL CENTER LLC,APPLE SURGICAL CENTER LLC,"15 VILLAGE DRIVE, POB 70", ,CAPE MAY COURT HOUSE,NJ,08210,"CAPE MAY COURT HOUSE, NJ  08210",CAPE MAY,(609) 465-2112,(609) 463-0921,BOATSKI7@AOL.COM,6/30/2019,APPLE SURGICAL CENTER L.L.C.,15 VILLAGE DRIVE,"CAPE MAY COURT HOUSE, NJ  08210",,Dr. ROBERT BEITMAN,M.D.,6/17/2020,
NJ24977,AMBULATORY CARE FACILITY,24977,AQ MODERN DIAGNOSTIC IMAGING,AQ MODERN DIAGNOSTIC IMAGING,315 ELMORA AVENUE, ,ELIZABETH,NJ,07208,"ELIZABETH, NJ  07208",UNION,(856) 524-1559,(856) 210-1888,,6/30/2019,"AQ MODERN DIAGNOSTIC IMAGING, INC.",3201 JENNIFER COURT,"VOORHEES, NJ  08043",,Dr. ARCHANA NARAN,,6/17/2020,
NJ25170,AMBULATORY CARE FACILITY,25170,"AQ RADIOLOGY, LLC","AQ RADIOLOGY, LLC",472 UNION BOULEVARD, ,TOTOWA,NJ,07512,"TOTOWA, NJ  07512",PASSAIC,(973) 752-6612,          ,,8/31/2020,"AQ RADIOLOGY, LLC",472 UNION BLVD,"TOTOWA, NJ  07512",,Mr. SAAD KHAN,,6/17/2020,
NJ24694,END STAGE RENAL DIALYSIS,24694,ARA GREAT FALLS DIALYSIS,ARA GREAT FALLS DIALYSIS,498 E 30TH STREET, ,PATERSON,NJ,07504,"PATERSON, NJ  07504",PASSAIC,(973) 569-0500,(973) 569-0510,JSTRINGER@AMERICANRENAL.COM,7/31/2020,"GREAT FALLS DIALYSIS, L.L.C.",498 EAST 30TH STREET,"PATERSON, NJ  07504",Profit - LLC,Ms. KATHY CARDENAS,R.N.,6/17/2020,
NJ1394,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1394,ARMC CANCER CARE INSTITUTE CAPE MAY CO CAMPUS,ARMC CANCER CARE INSTITUTE CAPE MAY CO CAMPUS,106 COURT HOUSE SOUTH DENNIS ROAD, ,CAPE MAY COURT HOUSE,NJ,08210,"CAPE MAY COURT HOUSE, NJ  08210",CAPE MAY,(609) 652-3420,          ,charisse.fizer@atlanticare.org,12/31/2020,ATLANTICARE REGIONAL MED CENTER MAINLAND CAMPUS,JIMMIE LEEDS ROAD,"POMONA, NJ  08240",,Ms. MARIA HENDRICKS,,6/17/2020,
NJ1252,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1252,ARMC WOUND HEALING CENTER,ARMC WOUND HEALING CENTER,"2500 ENGLISH CREEK AVENUE, BUILDING 701", ,EGG HARBOR TOWNSHIP,NJ,08234,"EGG HARBOR TOWNSHIP, NJ  08234",ATLANTIC,(609) 407-2205,(609) 407-2206,donna-howell@atlanticare.org,12/31/2020,ATLANTICARE REGIONAL MED CENTER MAINLAND CAMPUS,JIMMIE LEEDS ROAD,"POMONA, NJ  08240",,Ms. MARGARET BELFIELD,C.O.O.,6/17/2020,
NJ1259,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1259,ARMC WOUND HEALING CENTER AT HAMMONTON,ARMC WOUND HEALING CENTER AT HAMMONTON,219 N WHITE HORSE PIKE, ,HAMMONTON,NJ,08037,"HAMMONTON, NJ  08037",ATLANTIC,(609) 704-3388,(609) 704-8420,donna.howell@atlanticare.org,12/31/2020,ATLANTICARE REGIONAL MED CENTER MAINLAND CAMPUS,JIMMIE LEEDS ROAD,"POMONA, NJ  08240",,Ms. MARGARET BELFIELD,C.O.O.,6/17/2020,
NJ1256,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1256,ARMC-CANCER CARE INSTITUTE,ARMC-CANCER CARE INSTITUTE,"2500 ENGLISH CREEK AVENUE, BUILDING 400", ,EGG HARBOR TOWNSHIP,NJ,08234,"EGG HARBOR TOWNSHIP, NJ  08234",ATLANTIC,(609) 407-2348,(609) 677-7298,margaret.belfield@atlanticare.org,12/31/2020,ATLANTICARE REGIONAL MED CENTER MAINLAND CAMPUS,JIMMIE LEEDS ROAD,"POMONA, NJ  08240",,. FRANK CARPENTER,,6/17/2020,
NJ1254,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1254,ARMC-MAINLAND SATELLITE EMERGENCY DEPARTMENT,ARMC-MAINLAND SATELLITE EMERGENCY DEPARTMENT,219 N WHITE HORSE PIKE, ,HAMMONTON,NJ,08037,"HAMMONTON, NJ  08037",ATLANTIC,(609) 441-8020,          ,larisa.goganzer@atlanticare.org,12/31/2020,ATLANTICARE REGIONAL MED CENTER MAINLAND CAMPUS,JIMMIE LEEDS ROAD,"POMONA, NJ  08240",,Ms. MARGARET BELFIELD,C.O.O.,6/17/2020,
NJ317082,HOME HEALTH AGENCY,22256,ASCEND HOME HEALTH,ASCEND HOME HEALTH,"365 WEST PASSAIC STREET, SUITE 115", ,ROCHELLE PARK,NJ,07662,"ROCHELLE PARK, NJ  07662",BERGEN,(201) 358-2666,(201) 358-0836,SNIEHAUS@ASCENDHEALTH.COM,6/30/2020,"BERGEN CARE HOME HEALTH, L.L.C.","365 W. PASSAIC ST, SUITE 115","ROCHELLE PARK, NJ  07662",,Ms. SERENA NIEHAUS,,6/17/2020,
NJ311541,HOSPICE CARE PROGRAM,22841,ASCEND HOSPICE,ASCEND HOSPICE,"1600 ST GEORGE AVENUE, SUITE 312", ,RAHWAY,NJ,07065,"RAHWAY, NJ  07065",UNION,(908) 931-9080,(908) 931-9081,ekaterina.huelster@AscendHealth.com,12/31/2020,"CARE ALTERNATIVES, INC.",70 JACKSON DRIVE,"CRANFORD, NJ  07016",Profit - Corporation,Mr. JASON LANCASTER,,6/17/2020,
NJ50311,PSYCHIATRIC HOSPITAL,50311,ASPEN HILLS HEALTHCARE CENTER,ASPEN HILLS HEALTHCARE CENTER,600 PEMBERTON-BROWNS MILLS ROAD, ,PEMBERTON,NJ,08068,"PEMBERTON, NJ  08068",BURLINGTON,(609) 836-6100,(609) 836-6101,adm@buttonwoodBHH.com,6/30/2020,"ASPEN HILLS HEALTHCARE CENTER, LLC",485 RIVER AVENUE,"LAKEWOOD, NJ  08701",Profit - LLC,Mr. NACHUM ZAGER,,6/17/2020,30
NJ25132,AMBULATORY CARE FACILITY,25132,ATLANTIC ADVANCED URGENT CARE,ATLANTIC ADVANCED URGENT CARE,"333 ROUTE 46, SUITE 106", ,MOUNTAIN LAKES,NJ,07046,"MOUNTAIN LAKES, NJ  07046",MORRIS,(973) 829-4666,          ,,4/30/2021,ATLANTIC ADVANCED URGENT CARE,"333 RT 46, SUITE 201","MOUNTAIN LAKES, NJ  07046",Profit - LLC,Mr. PAUL MARMORA,,6/17/2020,
NJ312537,END STAGE RENAL DIALYSIS,22290,ATLANTIC ARTIFICIAL KIDNEY CENTER,ATLANTIC ARTIFICIAL KIDNEY CENTER,6 INDUSTRIAL WAY WEST BLDG-B, ,EATONTOWN,NJ,07724,"EATONTOWN, NJ  07724",MONMOUTH,(732) 460-1414,(732) 460-0080,LINDA.SCRIMER@davita.com,8/31/2020,"TOTAL RENAL CARE, INC.",2000 16TH STREET,"DENVER, CA  80202",Profit - Corporation,Ms. FRANCINE PORGES,,6/17/2020,
NJ80129,AMBULATORY CARE FACILITY,80129,ATLANTIC CITY TEEN SERVICES CENTER,ATLANTIC CITY TEEN SERV  CTR - AC HIGH SCHOOL,1400 NO ALBANY AVE  AC-HIGH SCH, ,ATLANTIC CITY,NJ,08401,"ATLANTIC CITY, NJ  08401",ATLANTIC,(609) 345-8336,(609) 345-8373,julia.drewn@atlanticare.org,3/31/2021,"ATLANTICARE BEHAVIORAL HEALTH, INC.","6010 BLACKHORSE PIKE, BLDG C","EGG HARBOR TOWNSHIP, NJ  08234",,Ms. JULIA DREW,,6/17/2020,
22326,AMBULATORY SURGICAL CENTER,22326,ATLANTIC COASTAL SURGERY CENTER,ATLANTIC COASTAL SURGERY CENTER,"301 CENTRAL AVENUE, SUITE A", ,EGG HARBOR TOWNSHIP,NJ,08234,"EGG HARBOR TOWNSHIP, NJ  08234",ATLANTIC,(609) 653-9000,(609) 653-6100,hgault@atlanticcoastalsurgery.org,8/31/2020,"ATLANTIC COASTAL SURGERY CENTER, L.L.C.","301 CENTRAL AVENUE, SUITE A","EGG HARBOR TOWNSHIP, NJ  08234",Profit - Corporation,Dr. ALIMORAD SALARTASH,,6/17/2020,
NJ24914,END STAGE RENAL DIALYSIS,24914,ATLANTIC COUNTY DIALYSIS,ATLANTIC COUNTY DIALYSIS,"400 W BLACK HORSE PIKE, SUITE 3", ,PLEASANTVILLE,NJ,08232,"PLEASANTVILLE, NJ  08232",ATLANTIC,(609) 646-7202,(609) 646-7962,christopher.deluca@davita.com,7/31/2020,"VOLO DIALYSIS, L.L.C.",2000 16TH STREET,"DENVER, CO  80202",Profit - LLC,Mr. CHRISTOPHER DELUCA,R.N.,6/17/2020,
NJ1149,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1149,ATLANTIC HEALTH SLEEP CENTERS,ATLANTIC HEALTH SLEEP CENTERS,"5 REGENT STREET, SUITE 512", ,LIVINGSTON,NJ,07039,"LIVINGSTON, NJ  07039",ESSEX,(866) 906-5666,(973) 290-7620,anna. pence@atlanticehealth.org,4/30/2021,AHS HOSPITAL CORP.,475 SOUTH STREET,"MORRISTOWN, NJ  07962",Non-Profit - Hospital,Dr. PATRICIA O'KEEFE,,6/17/2020,
NJ317054,HOME HEALTH AGENCY,22410,ATLANTIC HOME CARE & HOSPICE,ATLANTIC HOME CARE & HOSPICE,"465 SOUTH STREET, SUITE 100", ,MORRISTOWN,NJ,07960,"MORRISTOWN, NJ  07960",MORRIS,(973) 379-8400,(973) 379-8484,mary.pradilla@atlantichealth.org,12/31/2020,AHS HOSPITAL CORP.,475 SOUTH STREET,"MORRISTOWN, NJ  07962",Non-Profit - Hospital,Ms. MARY PRADILLA,,6/17/2020,
NJ22658,HOSPICE CARE PROGRAM,22658,ATLANTIC HOME CARE AND HOSPICE,ATLANTIC HOME CARE AND HOSPICE,"465 SOUTH STREET, SUITE 100", ,MORRISTOWN,NJ,07962,"MORRISTOWN, NJ  07962",MORRIS,(973) 379-8400,(973) 379-8498,Anna.Pence@atlantichealth.org,3/31/2021,AHS HOSPITAL CORP.,475 SOUTH STREET,"MORRISTOWN, NJ  07962",Non-Profit - Hospital,Ms. MARY PRADILLA,,6/17/2020,
NJ1382,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1382,ATLANTIC MATERNAL FETAL MEDICINE,ATLANTIC MATERNAL FETAL MEDICINE,"435 SOUTH STREET, SUITE 380", ,MORRISTOWN,NJ,07962,"MORRISTOWN, NJ  07962",MORRIS,(973) 971-7080,(973) 290-7316,ann.pence@atlanticehealth.org,4/30/2021,AHS HOSPITAL CORP,475 SOUTH STREET,"MORRISTOWN, NJ  07962",,Dr. PATRICIA O'KEEFE,,6/17/2020,
NJ1350,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1350,ATLANTIC MATERNAL FETAL MEDICINE AT BRIDGEWATER,ATLANTIC MATERNAL FETAL MEDICINE AT BRIDGEWATER,784-792 CHIMNEY ROCK ROAD, ,MARTINSVILLE,NJ,08836,"MARTINSVILLE, NJ  08836",SOMERSET,(973) 971-7082,(732) 469-0278,fran.drigun@atlantichealth.org,4/30/2021,AHS HOSPITAL CORP,475 SOUTH STREET,"MORRISTOWN, NJ  07962",,Dr. PATRICIA O'KEEFE,,6/17/2020,
NJ24413,AMBULATORY CARE FACILITY,24413,ATLANTIC MEDICAL IMAGING,ATLANTIC MEDICAL IMAGING,455 JACK MARTIN BOULEVARD, ,BRICK,NJ,08724,"BRICK, NJ  08724",OCEAN,(732) 840-6500,(732) 840-6459,jgorgol@aminj.com,2/28/2021,ATLANTIC MEDICAL IMAGING,"72 W JIMMIE LEEDS RD, SUITE 1100","GALLOWAY, NJ  08205",Profit - Corporation,Ms. JEANNE CIRONE,,6/17/2020,
NJ23263,AMBULATORY CARE FACILITY,23263,ATLANTIC MEDICAL IMAGING,ATLANTIC MEDICAL IMAGING,"1450 EAST CHESTNUT AVENUE, BUILDING 4", ,VINELAND,NJ,08361,"VINELAND, NJ  08361",CUMBERLAND,(856) 794-1700,(856) 794-1788,jbrown@cdinj.com,9/30/2020,"ATLANTIC MEDICAL IMAGING, LLC","72 W. JIMMIE LEEDS RD, STOCKTON MED.BLD, SUITE1100","GALLOWAY, NJ  08205",,Dr. DAVID LEVI,,6/17/2020,
NJ24186,AMBULATORY CARE FACILITY,24186,ATLANTIC MEDICAL IMAGING,ATLANTIC MEDICAL IMAGING,"864 ROUTE 37 WEST, WEST HILLS PLAZA", ,TOMS RIVER,NJ,08755,"TOMS RIVER, NJ  08755",OCEAN,(732) 240-2772,(732) 240-3795,jgorgol@AMINJ.com,1/31/2021,ATLANTIC MEDICAL IMAGING,"72 W JIMMIE LEEDS RD, SUITE 1100","GALLOWAY, NJ  08205",Profit - Corporation,Ms. COLLEEN CARROLL,,6/17/2020,
NJ23367,AMBULATORY CARE FACILITY,23367,ATLANTIC MEDICAL IMAGING,ATLANTIC MEDICAL IMAGING,1119 HIGHWAY 77, ,BRIDGETON,NJ,08302,"BRIDGETON, NJ  08302",CUMBERLAND,(856) 453-1555,(856) 453-0255,jgorgol@aminj.com,5/31/2021,"ATLANTIC MEDICAL IMAGING, LLC","72 W. JIMMIE LEEDS RD, STOCKTON MED.BLD, SUITE1100","GALLOWAY, NJ  08205",,. JOANNA BROWN,,6/17/2020,
NJ23214,AMBULATORY CARE FACILITY,23214,ATLANTIC MEDICAL IMAGING,ATLANTIC MEDICAL IMAGING,1226 TILTON ROAD, ,NORTHFIELD,NJ,08225,"NORTHFIELD, NJ  08225",ATLANTIC,(609) 383-2400,(609) 383-2407,jgorgol@aminj.com,5/31/2021,ATLANTIC MEDICAL IMAGING,"72 W JIMMIE LEEDS RD, SUITE 1100","GALLOWAY, NJ  08205",Profit - Corporation,Ms. CATHY ASTLEY,,6/17/2020,
NJ23955,AMBULATORY CARE FACILITY,23955,ATLANTIC MEDICAL IMAGING WALL TOWNSHIP,ATLANTIC MEDICAL IMAGING WALL TOWNSHIP,2399 NORTH HIGHWAY 34, ,MANASQUAN,NJ,08736,"MANASQUAN, NJ  08736",MONMOUTH,(732) 292-9980,(732) 292-9950,jgorgol@aminj.com,11/30/2020,ATLANTIC MEDICAL IMAGING,"72 W JIMMIE LEEDS RD, SUITE 1100","GALLOWAY, NJ  08205",Profit - Corporation,Ms. NANCY HAUGH,,6/17/2020,
NJ23026CM,AMBULATORY CARE FACILITY,23026,"ATLANTIC MEDICAL IMAGING,  CAPE MAY COURT HOUSE","ATLANTIC MEDICAL IMAGING, LLC CAPE MAY COURT HOUSE",421 ROUTE 9 NORTH, ,CAPE MAY COURT HOUSE,NJ,08210,"CAPE MAY COURT HOUSE, NJ  08210",CAPE MAY,(609) 465-0919,(609) 465-0918,jgorgol@aminj.com,11/30/2020,ATLANTIC MEDICAL IMAGING,"72 W JIMMIE LEEDS RD, SUITE 1100","GALLOWAY, NJ  08205",Profit - Corporation,Ms. CATHY ASTLEY,,6/17/2020,
NJ22942,AMBULATORY CARE FACILITY,22942,"ATLANTIC MEDICAL IMAGING, L.L.C. GALLOWAY TOWNSHIP","ATLANTIC MEDICAL IMAGING, LLC,",44 EAST JIMMIE LEEDS ROAD, ,GALLOWAY TOWNSHIP,NJ,08205,"GALLOWAY TOWNSHIP, NJ  08205",ATLANTIC,(609) 677-9729,(609) 652-6512,jgorgol@AMINJ.com,4/30/2021,ATLANTIC MEDICAL IMAGING,"72 W JIMMIE LEEDS RD, SUITE 1100","GALLOWAY, NJ  08205",Profit - Corporation,Mr. KIM WRIGHT,,6/17/2020,
NJ22928,AMBULATORY CARE FACILITY,22928,"ATLANTIC MEDICAL IMAGING, LLC","ATLANTIC MEDICAL IMAGING, LLC",30 EAST MARYLAND AVENUE, ,SOMERS POINT,NJ,08244,"SOMERS POINT, NJ  08244",ATLANTIC,(609) 653-0209,(609) 926-1307,jgorgol@AMINJ.com,3/31/2021,ATLANTIC MEDICAL IMAGING,"72 W JIMMIE LEEDS RD, SUITE 1100","GALLOWAY, NJ  08205",Profit - Corporation,Dr. LOUIS GUALTIERI,M.D.,6/17/2020,
